count	time	from	to	dataset	dpt	mlt
1	2002.5	ZM	TZ	locrisk260.1	TempEst	FastTree
2	2007.66164	ZM	MW	locrisk260.1	TempEst	FastTree
3	2003.2479400000002	ZM	ZA	locrisk260.1	TempEst	FastTree
4	2008.5765000000001	ZM	MW	locrisk260.1	TempEst	FastTree
5	1941.4482600000001	ZM	SE	locrisk260.1	TempEst	FastTree
6	2003.5	SE	ZM	locrisk260.1	TempEst	FastTree
7	1950.6853100000001	SE	KE	locrisk260.1	TempEst	FastTree
8	2006.9520500000001	KE	TZ	locrisk260.1	TempEst	FastTree
9	1954.2340100000001	KE	BR	locrisk260.1	TempEst	FastTree
10	2009.5548000000001	BR	ZA	locrisk260.1	TempEst	FastTree
11	2001.5000200000002	BR	AR	locrisk260.1	TempEst	FastTree
12	2001.5000100000002	BR	UY	locrisk260.1	TempEst	FastTree
13	2015.5493300000001	BR	ES	locrisk260.1	TempEst	FastTree
14	1999.49999	SE	IL	locrisk260.1	TempEst	FastTree
15	2008.49999	SE	ET	locrisk260.1	TempEst	FastTree
16	1998.49999	SE	IL	locrisk260.1	TempEst	FastTree
17	2005.5	SE	KE	locrisk260.1	TempEst	FastTree
18	1958.3959000000002	SE	ET	locrisk260.1	TempEst	FastTree
19	1987.7574400000001	ET	US	locrisk260.1	TempEst	FastTree
20	1999.5000100000002	SE	IL	locrisk260.1	TempEst	FastTree
21	1948.5717500000001	ZM	BW	locrisk260.1	TempEst	FastTree
22	1942.5702800000001	ZM	TZ	locrisk260.1	TempEst	FastTree
23	1998.5	ZM	ZA	locrisk260.1	TempEst	FastTree
24	1996.49999	ZM	BW	locrisk260.1	TempEst	FastTree
25	1990.3328700000002	ZM	ZA	locrisk260.1	TempEst	FastTree
26	2004.49999	ZM	KE	locrisk260.1	TempEst	FastTree
27	1956.83681	ZM	SN	locrisk260.1	TempEst	FastTree
28	2015.6643800000002	ZM	ZA	locrisk260.1	TempEst	FastTree
29	2000.5	ZM	ZA	locrisk260.1	TempEst	FastTree
30	2008.5	ZM	MW	locrisk260.1	TempEst	FastTree
31	1954.2535700000001	ZM	SE	locrisk260.1	TempEst	FastTree
32	2002.49999	SE	YE	locrisk260.1	TempEst	FastTree
33	1999.4999800000001	SE	IL	locrisk260.1	TempEst	FastTree
34	2008.4999800000001	SE	ET	locrisk260.1	TempEst	FastTree
35	1943.0660500000001	ZM	ZA	locrisk260.1	TempEst	FastTree
36	2009.49999	ZA	MW	locrisk260.1	TempEst	FastTree
37	2007.8917800000002	ZA	MW	locrisk260.1	TempEst	FastTree
38	2014.5	ZA	TH	locrisk260.1	TempEst	FastTree
39	2009.59041	ZA	BG	locrisk260.1	TempEst	FastTree
40	2003.49999	ZM	GE	locrisk260.1	TempEst	FastTree
41	2008.9398800000001	ZM	TZ	locrisk260.1	TempEst	FastTree
42	2014.4999800000001	ZM	SE	locrisk260.1	TempEst	FastTree
43	1999.4999800000001	ZM	ZA	locrisk260.1	TempEst	FastTree
44	2009.5712100000001	ZM	SE	locrisk260.1	TempEst	FastTree
45	2001.4999800000001	ZM	TZ	locrisk260.1	TempEst	FastTree
46	2007.6808000000001	ZM	MW	locrisk260.1	TempEst	FastTree
47	1986.65498	ZM	ES	locrisk260.1	TempEst	FastTree
48	1960.2289300000002	ZM	BW	locrisk260.1	TempEst	FastTree
49	1952.5314000000001	ZM	MW	locrisk260.1	TempEst	FastTree
50	1998.4999800000001	MW	ZA	locrisk260.1	TempEst	FastTree
51	2003.83149	ZM	TZ	locrisk260.1	TempEst	FastTree
52	2003.4999800000001	ZM	SE	locrisk260.1	TempEst	FastTree
53	1954.7428100000002	ZM	TZ	locrisk260.1	TempEst	FastTree
54	1947.0648600000002	ZM	BW	locrisk260.1	TempEst	FastTree
55	2005.26503	ZM	TZ	locrisk260.1	TempEst	FastTree
56	2012.5	ZM	SE	locrisk260.1	TempEst	FastTree
57	1983.6868800000002	ZM	MW	locrisk260.1	TempEst	FastTree
58	1997.2293300000001	ZM	ES	locrisk260.1	TempEst	FastTree
59	2008.5	ES	NG	locrisk260.1	TempEst	FastTree
60	1993.0022000000001	ZM	ES	locrisk260.1	TempEst	FastTree
61	1949.5437200000001	ZM	ZA	locrisk260.1	TempEst	FastTree
62	2007.5	ZA	MW	locrisk260.1	TempEst	FastTree
63	2001.49999	ZM	ZA	locrisk260.1	TempEst	FastTree
64	2014.49999	ZM	US	locrisk260.1	TempEst	FastTree
65	2004.4397200000001	ZM	TZ	locrisk260.1	TempEst	FastTree
66	2001.5	ZM	TZ	locrisk260.1	TempEst	FastTree
67	1994.5	ZM	IN	locrisk260.1	TempEst	FastTree
68	1997.5	ZM	ZA	locrisk260.1	TempEst	FastTree
69	2010.5	ZM	DE	locrisk260.1	TempEst	FastTree
70	1949.3480200000001	ZM	ZA	locrisk260.1	TempEst	FastTree
71	2016.6612	ZA	BE	locrisk260.1	TempEst	FastTree
72	2012.49999	ZA	SE	locrisk260.1	TempEst	FastTree
73	1950.46352	ZM	BW	locrisk260.1	TempEst	FastTree
74	1953.46425	ZM	TZ	locrisk260.1	TempEst	FastTree
75	1948.5652200000002	ZM	TZ	locrisk260.1	TempEst	FastTree
76	2001.49999	TZ	DK	locrisk260.1	TempEst	FastTree
77	2000.49999	TZ	KE	locrisk260.1	TempEst	FastTree
78	1989.49999	TZ	SO	locrisk260.1	TempEst	FastTree
79	2007.4999800000001	TZ	ES	locrisk260.1	TempEst	FastTree
80	2009.4426100000001	TZ	ZA	locrisk260.1	TempEst	FastTree
81	2008.9863200000002	TZ	MW	locrisk260.1	TempEst	FastTree
82	1948.3630000000001	ZM	ZA	locrisk260.1	TempEst	FastTree
83	1996.5	ZA	BW	locrisk260.1	TempEst	FastTree
84	2014.5	ZA	PK	locrisk260.1	TempEst	FastTree
85	2009.49999	ZA	MW	locrisk260.1	TempEst	FastTree
86	2010.6342400000001	ZA	NG	locrisk260.1	TempEst	FastTree
87	1955.9561600000002	ZA	IN	locrisk260.1	TempEst	FastTree
88	2015.76575	IN	BE	locrisk260.1	TempEst	FastTree
89	2008.1986200000001	IN	CN	locrisk260.1	TempEst	FastTree
90	1974.14976	IN	NP	locrisk260.1	TempEst	FastTree
91	1993.5	NP	IN	locrisk260.1	TempEst	FastTree
92	1999.49999	IN	MM	locrisk260.1	TempEst	FastTree
93	1980.8622600000001	IN	CN	locrisk260.1	TempEst	FastTree
1	2007.66165	ZM	MW	locrisk260.2	TempEst	FastTree
2	2003.2479599999999	ZM	ZA	locrisk260.2	TempEst	FastTree
3	2008.5765099999999	ZM	MW	locrisk260.2	TempEst	FastTree
4	1937.1594499999999	ZM	SE	locrisk260.2	TempEst	FastTree
5	1998.50001	SE	IL	locrisk260.2	TempEst	FastTree
6	2005.49999	SE	KE	locrisk260.2	TempEst	FastTree
7	1999.5	SE	IL	locrisk260.2	TempEst	FastTree
8	2008.5	SE	ET	locrisk260.2	TempEst	FastTree
9	1999.5	SE	IL	locrisk260.2	TempEst	FastTree
10	1957.9243799999999	SE	ET	locrisk260.2	TempEst	FastTree
11	1987.16373	ET	US	locrisk260.2	TempEst	FastTree
12	2003.5	SE	ZM	locrisk260.2	TempEst	FastTree
13	2004.5	SE	KE	locrisk260.2	TempEst	FastTree
14	1957.2311299999999	SE	KE	locrisk260.2	TempEst	FastTree
15	2006.9520499999999	KE	TZ	locrisk260.2	TempEst	FastTree
16	2009.5547999999999	SE	ZA	locrisk260.2	TempEst	FastTree
17	1958.6565000000001	SE	BR	locrisk260.2	TempEst	FastTree
18	2001.5	BR	AR	locrisk260.2	TempEst	FastTree
19	2001.50001	BR	UY	locrisk260.2	TempEst	FastTree
20	2015.5493200000001	BR	ES	locrisk260.2	TempEst	FastTree
21	1937.8332599999999	ZM	TZ	locrisk260.2	TempEst	FastTree
22	1998.5	ZM	ZA	locrisk260.2	TempEst	FastTree
23	2000.5	ZM	BW	locrisk260.2	TempEst	FastTree
24	1959.84861	ZM	BW	locrisk260.2	TempEst	FastTree
25	1990.3328799999999	ZM	ZA	locrisk260.2	TempEst	FastTree
26	2004.5	ZM	KE	locrisk260.2	TempEst	FastTree
27	1952.1387	ZM	SN	locrisk260.2	TempEst	FastTree
28	2008.5	ZM	MW	locrisk260.2	TempEst	FastTree
29	2015.6643799999999	ZM	ZA	locrisk260.2	TempEst	FastTree
30	1949.1778400000001	ZM	SE	locrisk260.2	TempEst	FastTree
31	2008.5	SE	ET	locrisk260.2	TempEst	FastTree
32	1999.5	SE	IL	locrisk260.2	TempEst	FastTree
33	2002.5	SE	YE	locrisk260.2	TempEst	FastTree
34	2003.5	ZM	GE	locrisk260.2	TempEst	FastTree
35	1999.5	ZM	BW	locrisk260.2	TempEst	FastTree
36	1996.50001	ZM	BW	locrisk260.2	TempEst	FastTree
37	2000.50001	ZM	ZA	locrisk260.2	TempEst	FastTree
38	1999.5	ZM	ZA	locrisk260.2	TempEst	FastTree
39	2014.50001	ZM	SE	locrisk260.2	TempEst	FastTree
40	2009.57125	ZM	SE	locrisk260.2	TempEst	FastTree
41	2007.68083	ZM	MW	locrisk260.2	TempEst	FastTree
42	1985.40147	ZM	ES	locrisk260.2	TempEst	FastTree
43	2000.5	ZM	BW	locrisk260.2	TempEst	FastTree
44	1951.0761599999998	ZM	MW	locrisk260.2	TempEst	FastTree
45	1998.5	MW	ZA	locrisk260.2	TempEst	FastTree
46	2003.83151	ZM	TZ	locrisk260.2	TempEst	FastTree
47	2003.50001	ZM	SE	locrisk260.2	TempEst	FastTree
48	1952.5857599999999	ZM	TZ	locrisk260.2	TempEst	FastTree
49	1945.60797	ZM	TZ	locrisk260.2	TempEst	FastTree
50	2012.50001	ZM	ZA	locrisk260.2	TempEst	FastTree
51	2010.63426	ZM	NG	locrisk260.2	TempEst	FastTree
52	1995.54097	ZM	ES	locrisk260.2	TempEst	FastTree
53	2008.5	ES	NG	locrisk260.2	TempEst	FastTree
54	1991.8803800000001	ZM	ES	locrisk260.2	TempEst	FastTree
55	2012.5	ZM	SE	locrisk260.2	TempEst	FastTree
56	2005.26503	ZM	TZ	locrisk260.2	TempEst	FastTree
57	1986.3473899999999	ZM	MW	locrisk260.2	TempEst	FastTree
58	2007.5	ZM	MW	locrisk260.2	TempEst	FastTree
59	1954.17308	ZM	ZA	locrisk260.2	TempEst	FastTree
60	2014.5	ZM	US	locrisk260.2	TempEst	FastTree
61	2001.49999	ZM	TZ	locrisk260.2	TempEst	FastTree
62	1994.49999	ZM	IN	locrisk260.2	TempEst	FastTree
63	1998.49999	ZM	BW	locrisk260.2	TempEst	FastTree
64	1997.49999	ZM	ZA	locrisk260.2	TempEst	FastTree
65	2010.49999	ZM	DE	locrisk260.2	TempEst	FastTree
66	1962.7187799999999	ZM	ZA	locrisk260.2	TempEst	FastTree
67	1952.52097	ZM	TZ	locrisk260.2	TempEst	FastTree
68	2009.50001	TZ	MW	locrisk260.2	TempEst	FastTree
69	1951.1604	ZM	BW	locrisk260.2	TempEst	FastTree
70	1951.60097	ZM	TZ	locrisk260.2	TempEst	FastTree
71	1954.1147899999999	ZM	ZA	locrisk260.2	TempEst	FastTree
72	1953.3178800000001	ZM	IN	locrisk260.2	TempEst	FastTree
73	2014.50001	IN	PK	locrisk260.2	TempEst	FastTree
74	2015.76577	IN	BE	locrisk260.2	TempEst	FastTree
75	2008.19866	IN	CN	locrisk260.2	TempEst	FastTree
76	1974.28367	IN	NP	locrisk260.2	TempEst	FastTree
77	1993.5000299999999	NP	IN	locrisk260.2	TempEst	FastTree
78	1999.5000299999999	IN	MM	locrisk260.2	TempEst	FastTree
79	1979.5639899999999	IN	CN	locrisk260.2	TempEst	FastTree
80	2001.50001	ZM	DK	locrisk260.2	TempEst	FastTree
81	1947.81728	ZM	ZA	locrisk260.2	TempEst	FastTree
82	2000.5	ZA	KE	locrisk260.2	TempEst	FastTree
83	1989.5	ZA	SO	locrisk260.2	TempEst	FastTree
84	2000.50001	ZA	BW	locrisk260.2	TempEst	FastTree
85	2009.50001	ZA	MW	locrisk260.2	TempEst	FastTree
86	2007.50001	ZA	ES	locrisk260.2	TempEst	FastTree
87	2014.50001	ZA	TH	locrisk260.2	TempEst	FastTree
88	2009.59042	ZA	BG	locrisk260.2	TempEst	FastTree
89	2008.9863399999999	ZA	MW	locrisk260.2	TempEst	FastTree
90	2007.8917799999999	ZA	MW	locrisk260.2	TempEst	FastTree
91	2004.43974	ZA	TZ	locrisk260.2	TempEst	FastTree
92	2006.2894999999999	ZA	ZM	locrisk260.2	TempEst	FastTree
93	2002.50001	ZA	TZ	locrisk260.2	TempEst	FastTree
94	2012.5000199999999	ZA	SE	locrisk260.2	TempEst	FastTree
95	2016.66122	ZA	BE	locrisk260.2	TempEst	FastTree
1	2002.50001	ZM	TZ	locrisk260.3	TempEst	FastTree
2	2007.66165	ZM	MW	locrisk260.3	TempEst	FastTree
3	2003.2479599999999	ZM	ZA	locrisk260.3	TempEst	FastTree
4	2008.5765200000001	ZM	MW	locrisk260.3	TempEst	FastTree
5	1998.50001	ZM	ZA	locrisk260.3	TempEst	FastTree
6	2000.50001	ZM	BW	locrisk260.3	TempEst	FastTree
7	1996.50001	ZM	BW	locrisk260.3	TempEst	FastTree
8	1990.3328899999999	ZM	ZA	locrisk260.3	TempEst	FastTree
9	2005.26503	ZM	TZ	locrisk260.3	TempEst	FastTree
10	1982.1825200000001	ZM	MW	locrisk260.3	TempEst	FastTree
11	2004.50001	ZM	KE	locrisk260.3	TempEst	FastTree
12	1955.53171	ZM	SN	locrisk260.3	TempEst	FastTree
13	2008.50001	ZM	MW	locrisk260.3	TempEst	FastTree
14	2015.6643899999999	ZM	ZA	locrisk260.3	TempEst	FastTree
15	1949.27621	ZM	SE	locrisk260.3	TempEst	FastTree
16	1999.5	SE	IL	locrisk260.3	TempEst	FastTree
17	2008.5	SE	ET	locrisk260.3	TempEst	FastTree
18	2002.5	SE	YE	locrisk260.3	TempEst	FastTree
19	1941.3728699999999	ZM	TZ	locrisk260.3	TempEst	FastTree
20	1942.8432599999999	ZM	SE	locrisk260.3	TempEst	FastTree
21	2003.5000199999999	SE	ZM	locrisk260.3	TempEst	FastTree
22	2004.50001	SE	KE	locrisk260.3	TempEst	FastTree
23	1959.8288	SE	KE	locrisk260.3	TempEst	FastTree
24	2006.95207	KE	TZ	locrisk260.3	TempEst	FastTree
25	2009.5548100000001	SE	ZA	locrisk260.3	TempEst	FastTree
26	1961.7428500000001	SE	BR	locrisk260.3	TempEst	FastTree
27	2001.5000299999999	BR	AR	locrisk260.3	TempEst	FastTree
28	2001.5000199999999	BR	UY	locrisk260.3	TempEst	FastTree
29	2015.54934	BR	ES	locrisk260.3	TempEst	FastTree
30	1999.50001	SE	IL	locrisk260.3	TempEst	FastTree
31	1998.50001	SE	IL	locrisk260.3	TempEst	FastTree
32	2005.5	SE	KE	locrisk260.3	TempEst	FastTree
33	1999.50001	SE	IL	locrisk260.3	TempEst	FastTree
34	1961.79988	SE	ET	locrisk260.3	TempEst	FastTree
35	1990.5041699999999	ET	US	locrisk260.3	TempEst	FastTree
36	2008.50001	SE	ET	locrisk260.3	TempEst	FastTree
37	1944.7699700000001	ZM	TZ	locrisk260.3	TempEst	FastTree
38	2003.5	ZM	GE	locrisk260.3	TempEst	FastTree
39	1982.3282899999999	ZM	ES	locrisk260.3	TempEst	FastTree
40	2007.68083	ZM	MW	locrisk260.3	TempEst	FastTree
41	1951.7416499999999	ZM	SE	locrisk260.3	TempEst	FastTree
42	1996.5	SE	BW	locrisk260.3	TempEst	FastTree
43	2000.5	ZM	BW	locrisk260.3	TempEst	FastTree
44	1951.50081	ZM	MW	locrisk260.3	TempEst	FastTree
45	1998.5	MW	ZA	locrisk260.3	TempEst	FastTree
46	2003.83152	ZM	TZ	locrisk260.3	TempEst	FastTree
47	2003.50001	ZM	SE	locrisk260.3	TempEst	FastTree
48	1952.7937400000001	ZM	TZ	locrisk260.3	TempEst	FastTree
49	1948.4903199999999	ZM	BW	locrisk260.3	TempEst	FastTree
50	1942.4503099999999	ZM	ZA	locrisk260.3	TempEst	FastTree
51	2010.68631	ZA	ZM	locrisk260.3	TempEst	FastTree
52	1998.5	ZA	BW	locrisk260.3	TempEst	FastTree
53	1994.5	ZA	IN	locrisk260.3	TempEst	FastTree
54	2009.05738	ZA	ZM	locrisk260.3	TempEst	FastTree
55	2010.5	ZA	DE	locrisk260.3	TempEst	FastTree
56	2006.5	ZA	SE	locrisk260.3	TempEst	FastTree
57	1998.8194799999999	ZA	ES	locrisk260.3	TempEst	FastTree
58	2008.50001	ES	NG	locrisk260.3	TempEst	FastTree
59	1995.89138	ZA	ES	locrisk260.3	TempEst	FastTree
60	2009.5000199999999	ZA	MW	locrisk260.3	TempEst	FastTree
61	1996.50001	ZA	BW	locrisk260.3	TempEst	FastTree
62	2009.5000199999999	ZA	MW	locrisk260.3	TempEst	FastTree
63	2010.63426	ZA	NG	locrisk260.3	TempEst	FastTree
64	1949.77692	ZA	IN	locrisk260.3	TempEst	FastTree
65	2014.5000199999999	IN	PK	locrisk260.3	TempEst	FastTree
66	2015.7657899999999	IN	BE	locrisk260.3	TempEst	FastTree
67	2008.19867	IN	CN	locrisk260.3	TempEst	FastTree
68	1971.5032100000001	IN	NP	locrisk260.3	TempEst	FastTree
69	1993.5000399999999	NP	IN	locrisk260.3	TempEst	FastTree
70	2012.5000399999999	IN	SE	locrisk260.3	TempEst	FastTree
71	1970.1722600000001	IN	CN	locrisk260.3	TempEst	FastTree
72	1999.5000399999999	CN	MM	locrisk260.3	TempEst	FastTree
73	2014.5000199999999	ZA	US	locrisk260.3	TempEst	FastTree
74	1969.7666199999999	ZA	ZM	locrisk260.3	TempEst	FastTree
75	2007.50001	ZA	MW	locrisk260.3	TempEst	FastTree
76	1998.50001	ZA	BW	locrisk260.3	TempEst	FastTree
77	1948.38258	ZA	ZM	locrisk260.3	TempEst	FastTree
78	2004.43974	ZM	TZ	locrisk260.3	TempEst	FastTree
79	1946.31008	ZA	TZ	locrisk260.3	TempEst	FastTree
80	1998.50001	TZ	ZA	locrisk260.3	TempEst	FastTree
81	1959.2647199999999	TZ	BW	locrisk260.3	TempEst	FastTree
82	1950.32197	TZ	ZM	locrisk260.3	TempEst	FastTree
83	2001.5000199999999	TZ	DK	locrisk260.3	TempEst	FastTree
84	2000.5000199999999	ZA	KE	locrisk260.3	TempEst	FastTree
85	1989.5000199999999	ZA	SO	locrisk260.3	TempEst	FastTree
86	2007.8917899999999	ZA	MW	locrisk260.3	TempEst	FastTree
87	2007.5000199999999	ZA	ES	locrisk260.3	TempEst	FastTree
88	2014.5000199999999	ZA	TH	locrisk260.3	TempEst	FastTree
89	2009.59043	ZA	BG	locrisk260.3	TempEst	FastTree
90	2000.5000199999999	ZA	BW	locrisk260.3	TempEst	FastTree
91	2008.9863499999999	ZA	MW	locrisk260.3	TempEst	FastTree
92	2003.59826	ZA	ZM	locrisk260.3	TempEst	FastTree
93	2012.50001	ZA	SE	locrisk260.3	TempEst	FastTree
94	2016.6612299999999	ZA	BE	locrisk260.3	TempEst	FastTree
1	2003.2479400000002	ZM	ZA	locrisk378.1	TempEst	FastTree
2	2002.49999	ZM	TZ	locrisk378.1	TempEst	FastTree
3	2007.66164	ZM	MW	locrisk378.1	TempEst	FastTree
4	1939.8204000000001	ZM	SE	locrisk378.1	TempEst	FastTree
5	1949.3938700000001	SE	KE	locrisk378.1	TempEst	FastTree
6	2006.9520600000001	KE	TZ	locrisk378.1	TempEst	FastTree
7	2004.5000100000002	SE	KE	locrisk378.1	TempEst	FastTree
8	1944.1745600000002	SE	BR	locrisk378.1	TempEst	FastTree
9	1962.57689	BR	ZA	locrisk378.1	TempEst	FastTree
10	2001.5	BR	AR	locrisk378.1	TempEst	FastTree
11	2015.5493300000001	BR	ES	locrisk378.1	TempEst	FastTree
12	2001.5000100000002	BR	UY	locrisk378.1	TempEst	FastTree
13	1932.9275	ZM	SE	locrisk378.1	TempEst	FastTree
14	1999.5	SE	IL	locrisk378.1	TempEst	FastTree
15	1999.49999	SE	IL	locrisk378.1	TempEst	FastTree
16	2008.49999	SE	ET	locrisk378.1	TempEst	FastTree
17	1998.5000100000002	SE	IL	locrisk378.1	TempEst	FastTree
18	2005.5	SE	KE	locrisk378.1	TempEst	FastTree
19	1950.5497700000001	SE	ET	locrisk378.1	TempEst	FastTree
20	1977.5398500000001	ET	US	locrisk378.1	TempEst	FastTree
21	1999.5	SE	IL	locrisk378.1	TempEst	FastTree
22	2008.1219100000001	ZM	MW	locrisk378.1	TempEst	FastTree
23	2008.5765000000001	ZM	MW	locrisk378.1	TempEst	FastTree
24	2015.6643800000002	ZM	ZA	locrisk378.1	TempEst	FastTree
25	2005.26502	ZM	TZ	locrisk378.1	TempEst	FastTree
26	2012.49999	ZM	SE	locrisk378.1	TempEst	FastTree
27	1976.9583500000001	ZM	MW	locrisk378.1	TempEst	FastTree
28	1952.8261300000001	ZM	BW	locrisk378.1	TempEst	FastTree
29	1990.3328700000002	ZM	ZA	locrisk378.1	TempEst	FastTree
30	2004.5	ZM	KE	locrisk378.1	TempEst	FastTree
31	2006.0287700000001	ZM	TZ	locrisk378.1	TempEst	FastTree
32	1990.5	ZM	SN	locrisk378.1	TempEst	FastTree
33	1996.5	ZM	SN	locrisk378.1	TempEst	FastTree
34	2000.5	ZM	ZA	locrisk378.1	TempEst	FastTree
35	2008.5	ZM	MW	locrisk378.1	TempEst	FastTree
36	2000.5	ZM	BW	locrisk378.1	TempEst	FastTree
37	1944.21001	ZM	SE	locrisk378.1	TempEst	FastTree
38	2008.5	SE	ET	locrisk378.1	TempEst	FastTree
39	1999.5000100000002	SE	IL	locrisk378.1	TempEst	FastTree
40	2002.5000100000002	SE	YE	locrisk378.1	TempEst	FastTree
41	2008.5	SE	ET	locrisk378.1	TempEst	FastTree
42	2008.5000100000002	SE	ET	locrisk378.1	TempEst	FastTree
43	2002.49999	ZM	TZ	locrisk378.1	TempEst	FastTree
44	2014.49999	ZM	SE	locrisk378.1	TempEst	FastTree
45	1937.9837000000002	ZM	ZA	locrisk378.1	TempEst	FastTree
46	2009.49999	ZA	MW	locrisk378.1	TempEst	FastTree
47	2008.9398800000001	ZA	TZ	locrisk378.1	TempEst	FastTree
48	1937.4234800000002	ZM	ZA	locrisk378.1	TempEst	FastTree
49	2001.49999	ZA	TZ	locrisk378.1	TempEst	FastTree
50	2003.49999	ZM	GE	locrisk378.1	TempEst	FastTree
51	2013.4999800000001	ZM	ZA	locrisk378.1	TempEst	FastTree
52	2008.59834	ZM	MW	locrisk378.1	TempEst	FastTree
53	2001.49999	ZM	TZ	locrisk378.1	TempEst	FastTree
54	2007.6808100000001	ZM	MW	locrisk378.1	TempEst	FastTree
55	1996.49999	ZM	BW	locrisk378.1	TempEst	FastTree
56	2009.57122	ZM	SE	locrisk378.1	TempEst	FastTree
57	1982.7449700000002	ZM	ES	locrisk378.1	TempEst	FastTree
58	2003.83149	ZM	TZ	locrisk378.1	TempEst	FastTree
59	2003.49999	ZM	SE	locrisk378.1	TempEst	FastTree
60	1948.4719600000001	ZM	TZ	locrisk378.1	TempEst	FastTree
61	1949.23783	ZM	BW	locrisk378.1	TempEst	FastTree
62	1945.33753	ZM	MW	locrisk378.1	TempEst	FastTree
63	1946.7274600000001	MW	ZA	locrisk378.1	TempEst	FastTree
64	2008.3657400000002	ZA	MW	locrisk378.1	TempEst	FastTree
65	1935.0762000000002	ZM	TZ	locrisk378.1	TempEst	FastTree
66	1999.49999	ZM	BW	locrisk378.1	TempEst	FastTree
67	2009.49999	ZM	MW	locrisk378.1	TempEst	FastTree
68	1944.6851300000001	ZM	TZ	locrisk378.1	TempEst	FastTree
69	2003.97396	ZM	TZ	locrisk378.1	TempEst	FastTree
70	2007.4999800000001	ZM	MW	locrisk378.1	TempEst	FastTree
71	1948.07483	ZM	ZA	locrisk378.1	TempEst	FastTree
72	1996.4999800000001	ZA	BW	locrisk378.1	TempEst	FastTree
73	1998.4999800000001	ZA	BW	locrisk378.1	TempEst	FastTree
74	2014.49999	ZM	US	locrisk378.1	TempEst	FastTree
75	1998.53764	ZM	ES	locrisk378.1	TempEst	FastTree
76	2008.4999800000001	ES	NG	locrisk378.1	TempEst	FastTree
77	1994.86427	ZM	ES	locrisk378.1	TempEst	FastTree
78	1998.4999800000001	ZM	ZA	locrisk378.1	TempEst	FastTree
79	1994.4999800000001	ZM	IN	locrisk378.1	TempEst	FastTree
80	1998.4999800000001	ZM	BW	locrisk378.1	TempEst	FastTree
81	2003.8287500000001	ZM	ZA	locrisk378.1	TempEst	FastTree
82	1948.8052500000001	ZM	ZA	locrisk378.1	TempEst	FastTree
83	2010.4999800000001	ZA	DE	locrisk378.1	TempEst	FastTree
84	2006.4999800000001	ZA	SE	locrisk378.1	TempEst	FastTree
85	1937.6362200000001	ZM	BW	locrisk378.1	TempEst	FastTree
86	1939.7211100000002	BW	ZA	locrisk378.1	TempEst	FastTree
87	2009.5	ZA	MW	locrisk378.1	TempEst	FastTree
88	2005.0273200000001	ZA	TZ	locrisk378.1	TempEst	FastTree
89	2008.5	ZA	MW	locrisk378.1	TempEst	FastTree
90	2010.6342500000001	ZA	NG	locrisk378.1	TempEst	FastTree
91	1996.49999	ZA	BW	locrisk378.1	TempEst	FastTree
92	1963.4987600000002	ZA	ZM	locrisk378.1	TempEst	FastTree
93	1946.7345600000001	ZA	IN	locrisk378.1	TempEst	FastTree
94	2014.49999	IN	PK	locrisk378.1	TempEst	FastTree
95	2014.5	IN	SE	locrisk378.1	TempEst	FastTree
96	2015.7657600000002	IN	BE	locrisk378.1	TempEst	FastTree
97	2012.49999	IN	SE	locrisk378.1	TempEst	FastTree
98	1962.2152100000001	IN	NP	locrisk378.1	TempEst	FastTree
99	1993.5	NP	IN	locrisk378.1	TempEst	FastTree
100	2008.1986200000001	IN	CN	locrisk378.1	TempEst	FastTree
101	1999.49999	IN	MM	locrisk378.1	TempEst	FastTree
102	1969.00882	IN	CN	locrisk378.1	TempEst	FastTree
103	1989.49999	BW	ZM	locrisk378.1	TempEst	FastTree
104	1996.49999	BW	ZM	locrisk378.1	TempEst	FastTree
105	1957.03844	BW	ZA	locrisk378.1	TempEst	FastTree
106	1945.4864500000001	BW	TZ	locrisk378.1	TempEst	FastTree
107	1997.4999800000001	BW	TZ	locrisk378.1	TempEst	FastTree
108	2000.4999800000001	BW	ZA	locrisk378.1	TempEst	FastTree
109	2004.7486200000001	BW	ZA	locrisk378.1	TempEst	FastTree
110	1998.49999	BW	ZA	locrisk378.1	TempEst	FastTree
111	2005.1666600000001	BW	ZA	locrisk378.1	TempEst	FastTree
112	1944.8411400000002	BW	TZ	locrisk378.1	TempEst	FastTree
113	2001.4999800000001	BW	DK	locrisk378.1	TempEst	FastTree
114	1984.4469100000001	BW	ZM	locrisk378.1	TempEst	FastTree
115	2008.8606400000001	BW	MW	locrisk378.1	TempEst	FastTree
116	2007.8917700000002	BW	MW	locrisk378.1	TempEst	FastTree
117	1945.01133	BW	ZA	locrisk378.1	TempEst	FastTree
118	2014.4999800000001	ZA	TH	locrisk378.1	TempEst	FastTree
119	2009.5903900000001	ZA	BG	locrisk378.1	TempEst	FastTree
120	2007.4999800000001	ZA	ES	locrisk378.1	TempEst	FastTree
121	1953.5778100000002	ZA	MW	locrisk378.1	TempEst	FastTree
122	1989.4999800000001	BW	SO	locrisk378.1	TempEst	FastTree
123	2011.4999800000001	BW	SE	locrisk378.1	TempEst	FastTree
124	2000.4999800000001	BW	KE	locrisk378.1	TempEst	FastTree
125	2004.2068300000001	BW	TZ	locrisk378.1	TempEst	FastTree
126	1989.6875	BW	ZM	locrisk378.1	TempEst	FastTree
127	1943.95469	BW	ZA	locrisk378.1	TempEst	FastTree
