count	time	from	to	dataset	dpt	mlt
101	2008.9734900000001	ES	NG	locrisk468.2	treedater	IQ-TREE
102	2011.4997900000001	ZA	DE	locrisk468.2	treedater	IQ-TREE
103	2007.4997900000001	ZA	SE	locrisk468.2	treedater	IQ-TREE
104	1957.69712	ZA	TZ	locrisk468.2	treedater	IQ-TREE
105	2008.97803	TZ	ZA	locrisk468.2	treedater	IQ-TREE
106	2007.07745	TZ	ZM	locrisk468.2	treedater	IQ-TREE
107	1960.6552900000002	TZ	ZA	locrisk468.2	treedater	IQ-TREE
108	1989.5	TZ	ZM	locrisk468.2	treedater	IQ-TREE
109	1996.5	TZ	ZM	locrisk468.2	treedater	IQ-TREE
110	1975.97065	TZ	ZA	locrisk468.2	treedater	IQ-TREE
111	2003.4997900000001	TZ	ZM	locrisk468.2	treedater	IQ-TREE
112	1959.0139300000001	TZ	BW	locrisk468.2	treedater	IQ-TREE
113	2001.4997900000001	BW	ZA	locrisk468.2	treedater	IQ-TREE
114	2001.5	BW	DK	locrisk468.2	treedater	IQ-TREE
115	2007.8962300000001	BW	MW	locrisk468.2	treedater	IQ-TREE
116	2004.49821	BW	ZA	locrisk468.2	treedater	IQ-TREE
117	2005.8724999999999	BW	ZA	locrisk468.2	treedater	IQ-TREE
118	2004.83178	BW	ZA	locrisk468.2	treedater	IQ-TREE
119	1972.3257100000001	ZA	BW	locrisk468.2	treedater	IQ-TREE
120	1975.00062	ZA	SO	locrisk468.2	treedater	IQ-TREE
121	2012.4997800000001	SO	SE	locrisk468.2	treedater	IQ-TREE
122	2004.2067300000001	ZA	TZ	locrisk468.2	treedater	IQ-TREE
123	1965.99369	ZA	BW	locrisk468.2	treedater	IQ-TREE
124	2000.49999	BW	KE	locrisk468.2	treedater	IQ-TREE
125	2007.5	ZA	ES	locrisk468.2	treedater	IQ-TREE
126	1964.3556700000001	ZA	MW	locrisk468.2	treedater	IQ-TREE
127	2015.4997900000001	MW	TH	locrisk468.2	treedater	IQ-TREE
128	2009.4425100000001	MW	ZA	locrisk468.2	treedater	IQ-TREE
129	2009.5903000000001	ZA	BG	locrisk468.2	treedater	IQ-TREE
130	2010.4997800000001	ZA	MW	locrisk468.2	treedater	IQ-TREE
131	1980.68245	ZA	TZ	locrisk468.2	treedater	IQ-TREE
132	2016.6610900000001	ZA	BE	locrisk468.2	treedater	IQ-TREE
133	2002.4999800000001	ZA	TZ	locrisk468.2	treedater	IQ-TREE
134	2009.6918000000001	ZA	ZM	locrisk468.2	treedater	IQ-TREE
135	2013.4997800000001	ZA	SE	locrisk468.2	treedater	IQ-TREE
136	2012.4997700000001	ZA	SE	locrisk468.2	treedater	IQ-TREE
1	2002.49999	SE	TZ	locrisk468.3	treedater	IQ-TREE
2	2007.6615299999999	SE	MW	locrisk468.3	treedater	IQ-TREE
3	2000.4997799999999	SE	IL	locrisk468.3	treedater	IQ-TREE
4	1998.49999	SE	IL	locrisk468.3	treedater	IQ-TREE
5	2009.4997900000001	SE	ET	locrisk468.3	treedater	IQ-TREE
6	2006.4997799999999	SE	KE	locrisk468.3	treedater	IQ-TREE
7	1964.8852299999999	SE	ET	locrisk468.3	treedater	IQ-TREE
8	2008.9441999999999	ET	US	locrisk468.3	treedater	IQ-TREE
9	2008.65436	SE	ET	locrisk468.3	treedater	IQ-TREE
10	1999.8184200000001	SE	IL	locrisk468.3	treedater	IQ-TREE
11	2009.4997799999999	SE	ET	locrisk468.3	treedater	IQ-TREE
12	1999.49999	SE	IL	locrisk468.3	treedater	IQ-TREE
13	2003.49999	SE	ZM	locrisk468.3	treedater	IQ-TREE
14	2004.49999	SE	KE	locrisk468.3	treedater	IQ-TREE
15	1963.37337	SE	TZ	locrisk468.3	treedater	IQ-TREE
16	1992.4997799999999	TZ	KE	locrisk468.3	treedater	IQ-TREE
17	1977.0039899999999	SE	ZA	locrisk468.3	treedater	IQ-TREE
18	1967.2022099999999	SE	BR	locrisk468.3	treedater	IQ-TREE
19	2001.49999	BR	UY	locrisk468.3	treedater	IQ-TREE
20	2015.5491999999999	BR	ES	locrisk468.3	treedater	IQ-TREE
21	2001.8794699999999	BR	AR	locrisk468.3	treedater	IQ-TREE
22	1948.9679599999999	SE	ZM	locrisk468.3	treedater	IQ-TREE
23	2015.66427	ZM	ZA	locrisk468.3	treedater	IQ-TREE
24	2003.3308299999999	ZM	TZ	locrisk468.3	treedater	IQ-TREE
25	2006.0286599999999	ZM	TZ	locrisk468.3	treedater	IQ-TREE
26	2005.4997799999999	ZM	KE	locrisk468.3	treedater	IQ-TREE
27	1971.09691	ZM	SN	locrisk468.3	treedater	IQ-TREE
28	2009.4997799999999	ZM	MW	locrisk468.3	treedater	IQ-TREE
29	1962.69418	ZM	SE	locrisk468.3	treedater	IQ-TREE
30	2009.4997900000001	SE	ET	locrisk468.3	treedater	IQ-TREE
31	1999.49999	SE	IL	locrisk468.3	treedater	IQ-TREE
32	2009.4997799999999	SE	ET	locrisk468.3	treedater	IQ-TREE
33	2009.4997799999999	SE	ET	locrisk468.3	treedater	IQ-TREE
34	2002.4999800000001	SE	YE	locrisk468.3	treedater	IQ-TREE
35	2013.4997900000001	ZM	ZA	locrisk468.3	treedater	IQ-TREE
36	1956.3149599999999	ZM	TZ	locrisk468.3	treedater	IQ-TREE
37	2003.97387	ZM	TZ	locrisk468.3	treedater	IQ-TREE
38	2010.6341499999999	ZM	NG	locrisk468.3	treedater	IQ-TREE
39	1998.50001	ZM	ZA	locrisk468.3	treedater	IQ-TREE
40	1962.51964	ZM	BW	locrisk468.3	treedater	IQ-TREE
41	2004.49981	BW	ZM	locrisk468.3	treedater	IQ-TREE
42	1990.3328799999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
43	2003.3310899999999	ZM	ZA	locrisk468.3	treedater	IQ-TREE
44	1960.7894899999999	ZM	MW	locrisk468.3	treedater	IQ-TREE
45	2003.5	ZM	GE	locrisk468.3	treedater	IQ-TREE
46	2008.9397799999999	ZM	TZ	locrisk468.3	treedater	IQ-TREE
47	2004.4396199999999	ZM	TZ	locrisk468.3	treedater	IQ-TREE
48	2003.8314	ZM	TZ	locrisk468.3	treedater	IQ-TREE
49	2003.4997900000001	ZM	TZ	locrisk468.3	treedater	IQ-TREE
50	1969.29728	ZM	BW	locrisk468.3	treedater	IQ-TREE
51	2004.83177	BW	ZA	locrisk468.3	treedater	IQ-TREE
52	2004.4997799999999	ZM	SE	locrisk468.3	treedater	IQ-TREE
53	1964.18586	ZM	TZ	locrisk468.3	treedater	IQ-TREE
54	1959.5368900000001	ZM	ZA	locrisk468.3	treedater	IQ-TREE
55	1968.5460699999999	ZA	BW	locrisk468.3	treedater	IQ-TREE
56	1993.49999	ZA	MW	locrisk468.3	treedater	IQ-TREE
57	2008.36564	ZA	MW	locrisk468.3	treedater	IQ-TREE
58	2007.00315	ZM	MW	locrisk468.3	treedater	IQ-TREE
59	2008.24155	ZM	ES	locrisk468.3	treedater	IQ-TREE
60	2015.4997900000001	ZM	SE	locrisk468.3	treedater	IQ-TREE
61	1996.49999	ZM	BW	locrisk468.3	treedater	IQ-TREE
62	2009.5711200000001	ZM	SE	locrisk468.3	treedater	IQ-TREE
63	2002.4997900000001	ZM	TZ	locrisk468.3	treedater	IQ-TREE
64	2007.4998900000001	ZM	MW	locrisk468.3	treedater	IQ-TREE
65	2002.41228	ZM	ES	locrisk468.3	treedater	IQ-TREE
66	1953.85599	ZM	BW	locrisk468.3	treedater	IQ-TREE
67	1959.9943000000001	BW	ZA	locrisk468.3	treedater	IQ-TREE
68	1958.13085	BW	MW	locrisk468.3	treedater	IQ-TREE
69	1960.9521299999999	MW	BW	locrisk468.3	treedater	IQ-TREE
70	2009.50001	BW	MW	locrisk468.3	treedater	IQ-TREE
71	1959.4702399999999	BW	ZM	locrisk468.3	treedater	IQ-TREE
72	2008.9780499999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
73	2007.8916899999999	BW	MW	locrisk468.3	treedater	IQ-TREE
74	2005.26493	BW	TZ	locrisk468.3	treedater	IQ-TREE
75	2012.8758	BW	SE	locrisk468.3	treedater	IQ-TREE
76	2008.1893399999999	BW	MW	locrisk468.3	treedater	IQ-TREE
77	2009.3803699999999	BW	ZM	locrisk468.3	treedater	IQ-TREE
78	2003.4998000000001	BW	TZ	locrisk468.3	treedater	IQ-TREE
79	2008.7703999999999	BW	MW	locrisk468.3	treedater	IQ-TREE
80	1957.2356600000001	BW	ZA	locrisk468.3	treedater	IQ-TREE
81	2002.35643	ZA	TZ	locrisk468.3	treedater	IQ-TREE
82	2014.50001	ZA	US	locrisk468.3	treedater	IQ-TREE
83	2009.05728	ZA	ZM	locrisk468.3	treedater	IQ-TREE
84	2010.6862100000001	ZA	ZM	locrisk468.3	treedater	IQ-TREE
85	1995.4998000000001	ZA	IN	locrisk468.3	treedater	IQ-TREE
86	1999.4998000000001	ZA	BW	locrisk468.3	treedater	IQ-TREE
87	2008.36374	ZA	ES	locrisk468.3	treedater	IQ-TREE
88	2008.9689499999999	ES	NG	locrisk468.3	treedater	IQ-TREE
89	2011.4998000000001	ZA	DE	locrisk468.3	treedater	IQ-TREE
90	2007.4998000000001	ZA	SE	locrisk468.3	treedater	IQ-TREE
91	1998.50001	ZA	BW	locrisk468.3	treedater	IQ-TREE
92	1958.7781199999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
93	2009.50001	ZA	MW	locrisk468.3	treedater	IQ-TREE
94	2008.50001	ZA	MW	locrisk468.3	treedater	IQ-TREE
95	2010.4998000000001	BW	MW	locrisk468.3	treedater	IQ-TREE
96	2005.0272199999999	BW	TZ	locrisk468.3	treedater	IQ-TREE
97	1963.52682	BW	ZM	locrisk468.3	treedater	IQ-TREE
98	2005.74656	BW	ZA	locrisk468.3	treedater	IQ-TREE
99	2009.3414299999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
100	2008.1135999999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
101	1979.66318	BW	ZM	locrisk468.3	treedater	IQ-TREE
102	1961.01198	BW	IN	locrisk468.3	treedater	IQ-TREE
103	2015.4997900000001	IN	SE	locrisk468.3	treedater	IQ-TREE
104	2015.7656500000001	IN	BE	locrisk468.3	treedater	IQ-TREE
105	1975.3062	IN	NP	locrisk468.3	treedater	IQ-TREE
106	1993.50001	NP	IN	locrisk468.3	treedater	IQ-TREE
107	2013.4998000000001	IN	SE	locrisk468.3	treedater	IQ-TREE
108	1976.00837	IN	CN	locrisk468.3	treedater	IQ-TREE
109	1999.50001	CN	MM	locrisk468.3	treedater	IQ-TREE
110	1957.5259899999999	BW	TZ	locrisk468.3	treedater	IQ-TREE
111	1963.16751	TZ	ZA	locrisk468.3	treedater	IQ-TREE
112	2005.24982	TZ	ZA	locrisk468.3	treedater	IQ-TREE
113	2001.4998000000001	BW	ZA	locrisk468.3	treedater	IQ-TREE
114	2003.4998000000001	BW	ZM	locrisk468.3	treedater	IQ-TREE
115	2015.4998000000001	BW	PK	locrisk468.3	treedater	IQ-TREE
116	2006.3902699999999	BW	ZM	locrisk468.3	treedater	IQ-TREE
117	2007.5	BW	MW	locrisk468.3	treedater	IQ-TREE
118	2005.5683999999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
119	2004.4982199999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
120	2005.8725099999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
121	1997.7798399999999	BW	TZ	locrisk468.3	treedater	IQ-TREE
122	2001.50001	BW	DK	locrisk468.3	treedater	IQ-TREE
123	1989.50001	BW	ZM	locrisk468.3	treedater	IQ-TREE
124	1996.50001	BW	ZM	locrisk468.3	treedater	IQ-TREE
125	1975.0720699999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
126	1961.8992499999999	BW	TZ	locrisk468.3	treedater	IQ-TREE
127	2000.49981	BW	ZA	locrisk468.3	treedater	IQ-TREE
128	2007.05657	BW	ZM	locrisk468.3	treedater	IQ-TREE
129	1974.1494700000001	BW	SO	locrisk468.3	treedater	IQ-TREE
130	2012.49981	SO	SE	locrisk468.3	treedater	IQ-TREE
131	2004.20676	BW	TZ	locrisk468.3	treedater	IQ-TREE
132	2000.5000199999999	BW	KE	locrisk468.3	treedater	IQ-TREE
133	1993.79763	BW	ZA	locrisk468.3	treedater	IQ-TREE
134	2007.50001	ZA	ES	locrisk468.3	treedater	IQ-TREE
135	2015.49981	BW	TH	locrisk468.3	treedater	IQ-TREE
136	1964.86889	BW	MW	locrisk468.3	treedater	IQ-TREE
137	2009.44253	MW	ZA	locrisk468.3	treedater	IQ-TREE
138	1958.83611	BW	ZA	locrisk468.3	treedater	IQ-TREE
139	2001.50001	ZA	TZ	locrisk468.3	treedater	IQ-TREE
140	2009.59031	ZA	BG	locrisk468.3	treedater	IQ-TREE
141	1972.42074	ZA	BW	locrisk468.3	treedater	IQ-TREE
142	1958.3502599999999	BW	ZA	locrisk468.3	treedater	IQ-TREE
143	1980.10933	ZA	TZ	locrisk468.3	treedater	IQ-TREE
144	2002.5000199999999	ZA	TZ	locrisk468.3	treedater	IQ-TREE
145	2009.6848	ZA	ZM	locrisk468.3	treedater	IQ-TREE
146	2016.66111	ZA	BE	locrisk468.3	treedater	IQ-TREE
147	2013.4998000000001	ZA	SE	locrisk468.3	treedater	IQ-TREE
148	2012.4997900000001	ZA	SE	locrisk468.3	treedater	IQ-TREE
1	1947.08034	TZ	SE	locrisk527.1	treedater	IQ-TREE
2	2003.5	SE	ZM	locrisk527.1	treedater	IQ-TREE
3	2004.50001	SE	KE	locrisk527.1	treedater	IQ-TREE
4	1961.8597500000001	SE	TZ	locrisk527.1	treedater	IQ-TREE
5	1992.4998000000001	TZ	KE	locrisk527.1	treedater	IQ-TREE
6	1975.9722899999999	SE	ZA	locrisk527.1	treedater	IQ-TREE
7	1968.2848099999999	SE	BR	locrisk527.1	treedater	IQ-TREE
8	2001.5	BR	UY	locrisk527.1	treedater	IQ-TREE
9	2015.5492099999999	BR	ES	locrisk527.1	treedater	IQ-TREE
10	2001.5	BR	AR	locrisk527.1	treedater	IQ-TREE
11	2009.4997899999998	SE	ET	locrisk527.1	treedater	IQ-TREE
12	1998.5	SE	IL	locrisk527.1	treedater	IQ-TREE
13	2000.4997899999998	SE	IL	locrisk527.1	treedater	IQ-TREE
14	2006.4998000000001	SE	KE	locrisk527.1	treedater	IQ-TREE
15	1963.28199	SE	ET	locrisk527.1	treedater	IQ-TREE
16	2008.78684	ET	US	locrisk527.1	treedater	IQ-TREE
17	1999.5000199999999	SE	IL	locrisk527.1	treedater	IQ-TREE
18	2009.49982	SE	ET	locrisk527.1	treedater	IQ-TREE
19	1999.50001	SE	IL	locrisk527.1	treedater	IQ-TREE
20	2008.85744	SE	ET	locrisk527.1	treedater	IQ-TREE
21	1952.22714	TZ	ZM	locrisk527.1	treedater	IQ-TREE
22	2017.1611	ZM	ZA	locrisk527.1	treedater	IQ-TREE
23	2007.9006099999999	ZM	ES	locrisk527.1	treedater	IQ-TREE
24	2015.4997899999998	ZM	SE	locrisk527.1	treedater	IQ-TREE
25	1996.49999	ZM	BW	locrisk527.1	treedater	IQ-TREE
26	2004.3409899999999	ZM	ZA	locrisk527.1	treedater	IQ-TREE
27	2009.5711200000001	ZM	SE	locrisk527.1	treedater	IQ-TREE
28	2002.4997900000001	ZM	TZ	locrisk527.1	treedater	IQ-TREE
29	2007.4998900000001	ZM	MW	locrisk527.1	treedater	IQ-TREE
30	2002.2715599999999	ZM	ES	locrisk527.1	treedater	IQ-TREE
31	2003.4997899999998	ZM	TZ	locrisk527.1	treedater	IQ-TREE
32	2003.5	ZM	GE	locrisk527.1	treedater	IQ-TREE
33	2004.4396199999999	ZM	TZ	locrisk527.1	treedater	IQ-TREE
34	2008.6501699999999	ZM	ZA	locrisk527.1	treedater	IQ-TREE
35	1965.48975	ZM	ZA	locrisk527.1	treedater	IQ-TREE
36	1997.4997899999998	ZA	BW	locrisk527.1	treedater	IQ-TREE
37	2004.4998000000001	ZM	SE	locrisk527.1	treedater	IQ-TREE
38	1963.9979599999999	ZM	TZ	locrisk527.1	treedater	IQ-TREE
39	1965.4010000000001	ZM	ZA	locrisk527.1	treedater	IQ-TREE
40	2006.97444	ZM	MW	locrisk527.1	treedater	IQ-TREE
41	2003.4794400000001	ZM	TZ	locrisk527.1	treedater	IQ-TREE
42	1956.20012	ZM	ZA	locrisk527.1	treedater	IQ-TREE
43	2010.49981	ZA	MW	locrisk527.1	treedater	IQ-TREE
44	1969.6581899999999	ZA	BW	locrisk527.1	treedater	IQ-TREE
45	1993.50001	ZA	MW	locrisk527.1	treedater	IQ-TREE
46	2008.3656599999999	ZA	MW	locrisk527.1	treedater	IQ-TREE
47	2008.12183	TZ	MW	locrisk527.1	treedater	IQ-TREE
48	1951.395	TZ	ZM	locrisk527.1	treedater	IQ-TREE
49	2003.83142	ZM	TZ	locrisk527.1	treedater	IQ-TREE
50	2006.6971699999999	ZM	TZ	locrisk527.1	treedater	IQ-TREE
51	1998.5000199999999	ZM	ZA	locrisk527.1	treedater	IQ-TREE
52	1966.2261699999999	ZM	BW	locrisk527.1	treedater	IQ-TREE
53	1990.3328799999999	ZM	ZA	locrisk527.1	treedater	IQ-TREE
54	1967.5766100000001	ZM	BW	locrisk527.1	treedater	IQ-TREE
55	2006.0286799999999	ZM	TZ	locrisk527.1	treedater	IQ-TREE
56	2005.49981	ZM	KE	locrisk527.1	treedater	IQ-TREE
57	1970.4775500000001	ZM	SN	locrisk527.1	treedater	IQ-TREE
58	2000.50001	ZM	BW	locrisk527.1	treedater	IQ-TREE
59	2015.49578	ZM	ZA	locrisk527.1	treedater	IQ-TREE
60	1954.5444499999999	ZM	SE	locrisk527.1	treedater	IQ-TREE
61	2009.49981	SE	ET	locrisk527.1	treedater	IQ-TREE
62	2009.49981	SE	ET	locrisk527.1	treedater	IQ-TREE
63	2002.5000199999999	SE	ZM	locrisk527.1	treedater	IQ-TREE
64	1966.71001	SE	MW	locrisk527.1	treedater	IQ-TREE
65	2009.49981	SE	ET	locrisk527.1	treedater	IQ-TREE
66	1999.5000199999999	SE	IL	locrisk527.1	treedater	IQ-TREE
67	2009.49981	SE	ET	locrisk527.1	treedater	IQ-TREE
68	2009.49982	SE	ET	locrisk527.1	treedater	IQ-TREE
69	2002.5000199999999	SE	YE	locrisk527.1	treedater	IQ-TREE
70	1952.5507	TZ	BW	locrisk527.1	treedater	IQ-TREE
71	1999.50001	BW	ZA	locrisk527.1	treedater	IQ-TREE
72	1993.2096799999999	BW	ZM	locrisk527.1	treedater	IQ-TREE
73	1955.7642699999999	BW	MW	locrisk527.1	treedater	IQ-TREE
74	2003.6680799999999	MW	ZA	locrisk527.1	treedater	IQ-TREE
75	1955.0923299999999	BW	ZA	locrisk527.1	treedater	IQ-TREE
76	2001.50001	ZA	TZ	locrisk527.1	treedater	IQ-TREE
77	2009.59032	ZA	BG	locrisk527.1	treedater	IQ-TREE
78	2007.50001	ZA	ES	locrisk527.1	treedater	IQ-TREE
79	1960.9152999999999	ZA	MW	locrisk527.1	treedater	IQ-TREE
80	1999.49981	ZA	BW	locrisk527.1	treedater	IQ-TREE
81	1983.61042	BW	ZM	locrisk527.1	treedater	IQ-TREE
82	1955.80547	BW	ZM	locrisk527.1	treedater	IQ-TREE
83	2008.7703999999999	ZM	MW	locrisk527.1	treedater	IQ-TREE
84	2014.50001	BW	US	locrisk527.1	treedater	IQ-TREE
85	2010.6862099999998	BW	ZM	locrisk527.1	treedater	IQ-TREE
86	1998.50001	BW	ZA	locrisk527.1	treedater	IQ-TREE
87	2013.4998000000001	BW	SE	locrisk527.1	treedater	IQ-TREE
88	2001.50001	BW	TZ	locrisk527.1	treedater	IQ-TREE
89	2004.5831499999999	BW	ZA	locrisk527.1	treedater	IQ-TREE
90	2008.38211	BW	ZA	locrisk527.1	treedater	IQ-TREE
91	2009.05729	BW	ZM	locrisk527.1	treedater	IQ-TREE
92	1995.35968	BW	IN	locrisk527.1	treedater	IQ-TREE
93	2008.3923	BW	ES	locrisk527.1	treedater	IQ-TREE
94	2009.0102400000001	ES	NG	locrisk527.1	treedater	IQ-TREE
95	1958.33717	BW	ZA	locrisk527.1	treedater	IQ-TREE
96	2007.49981	ZA	SE	locrisk527.1	treedater	IQ-TREE
97	2011.49981	ZA	DE	locrisk527.1	treedater	IQ-TREE
98	1998.5000199999999	ZA	BW	locrisk527.1	treedater	IQ-TREE
99	2008.4204500000001	BW	ZA	locrisk527.1	treedater	IQ-TREE
100	2003.4998000000001	BW	ZM	locrisk527.1	treedater	IQ-TREE
101	2005.0272199999999	BW	TZ	locrisk527.1	treedater	IQ-TREE
102	1957.0809300000001	BW	ZA	locrisk527.1	treedater	IQ-TREE
103	2009.5	ZA	MW	locrisk527.1	treedater	IQ-TREE
104	2010.6341399999999	ZA	NG	locrisk527.1	treedater	IQ-TREE
105	1995.3170299999999	ZA	MW	locrisk527.1	treedater	IQ-TREE
106	2005.9711299999999	BW	ZA	locrisk527.1	treedater	IQ-TREE
107	2009.3414299999999	BW	ZA	locrisk527.1	treedater	IQ-TREE
108	2005.74656	BW	ZA	locrisk527.1	treedater	IQ-TREE
109	2008.1135999999999	BW	ZA	locrisk527.1	treedater	IQ-TREE
110	2001.8378499999999	BW	ZM	locrisk527.1	treedater	IQ-TREE
111	2005.2498000000001	BW	ZA	locrisk527.1	treedater	IQ-TREE
112	2010.4997899999998	BW	MW	locrisk527.1	treedater	IQ-TREE
113	1958.5301099999999	BW	IN	locrisk527.1	treedater	IQ-TREE
114	2015.4997899999998	IN	PK	locrisk527.1	treedater	IQ-TREE
115	2015.4997899999998	IN	SE	locrisk527.1	treedater	IQ-TREE
116	2015.7656500000001	IN	BE	locrisk527.1	treedater	IQ-TREE
117	1975.0495000000001	IN	NP	locrisk527.1	treedater	IQ-TREE
118	1993.5	NP	IN	locrisk527.1	treedater	IQ-TREE
119	2013.4997899999998	IN	SE	locrisk527.1	treedater	IQ-TREE
120	1975.7121199999999	IN	CN	locrisk527.1	treedater	IQ-TREE
121	1999.50001	CN	MM	locrisk527.1	treedater	IQ-TREE
122	1962.0481399999999	BW	ZA	locrisk527.1	treedater	IQ-TREE
123	2007.13752	BW	ZM	locrisk527.1	treedater	IQ-TREE
124	1963.9390100000001	BW	TZ	locrisk527.1	treedater	IQ-TREE
125	2001.4998000000001	BW	ZA	locrisk527.1	treedater	IQ-TREE
126	1997.50001	BW	TZ	locrisk527.1	treedater	IQ-TREE
127	2004.4982199999999	BW	ZA	locrisk527.1	treedater	IQ-TREE
128	2005.8725099999999	BW	ZA	locrisk527.1	treedater	IQ-TREE
129	1968.5099700000001	BW	TZ	locrisk527.1	treedater	IQ-TREE
130	1989.50001	BW	ZM	locrisk527.1	treedater	IQ-TREE
131	2006.7026499999999	BW	ZM	locrisk527.1	treedater	IQ-TREE
132	2000.4998000000001	BW	ZA	locrisk527.1	treedater	IQ-TREE
133	1996.5000199999999	BW	ZM	locrisk527.1	treedater	IQ-TREE
134	1974.7089599999999	BW	ZA	locrisk527.1	treedater	IQ-TREE
135	1961.29773	BW	TZ	locrisk527.1	treedater	IQ-TREE
136	2001.5	BW	DK	locrisk527.1	treedater	IQ-TREE
137	2000.50001	BW	KE	locrisk527.1	treedater	IQ-TREE
138	2004.2067500000001	BW	TZ	locrisk527.1	treedater	IQ-TREE
139	1973.6760199999999	BW	SO	locrisk527.1	treedater	IQ-TREE
140	2012.4997899999998	SO	SE	locrisk527.1	treedater	IQ-TREE
141	2008.97804	BW	ZA	locrisk527.1	treedater	IQ-TREE
142	2007.9135999999999	BW	MW	locrisk527.1	treedater	IQ-TREE
143	2015.4998000000001	BW	TH	locrisk527.1	treedater	IQ-TREE
144	2010.4998000000001	BW	MW	locrisk527.1	treedater	IQ-TREE
145	2009.4425200000001	BW	ZA	locrisk527.1	treedater	IQ-TREE
146	2008.98624	BW	MW	locrisk527.1	treedater	IQ-TREE
147	2013.5	BW	ZA	locrisk527.1	treedater	IQ-TREE
148	1979.4850899999999	BW	TZ	locrisk527.1	treedater	IQ-TREE
149	2002.49999	BW	TZ	locrisk527.1	treedater	IQ-TREE
150	2009.60339	BW	ZM	locrisk527.1	treedater	IQ-TREE
151	1958.7361900000001	BW	ZA	locrisk527.1	treedater	IQ-TREE
152	2016.6611	ZA	BE	locrisk527.1	treedater	IQ-TREE
153	2012.49981	ZA	SE	locrisk527.1	treedater	IQ-TREE
154	2013.49981	ZA	SE	locrisk527.1	treedater	IQ-TREE
1	1944.5778	TZ	ZM	locrisk527.2	treedater	IQ-TREE
2	1946.1188	ZM	SE	locrisk527.2	treedater	IQ-TREE
3	2003.5	SE	ZM	locrisk527.2	treedater	IQ-TREE
4	2005.12174	SE	KE	locrisk527.2	treedater	IQ-TREE
5	1962.2147199999999	SE	TZ	locrisk527.2	treedater	IQ-TREE
6	1992.4998000000001	TZ	KE	locrisk527.2	treedater	IQ-TREE
7	1975.92354	SE	ZA	locrisk527.2	treedater	IQ-TREE
8	1965.82077	SE	BR	locrisk527.2	treedater	IQ-TREE
9	2001.50001	BR	UY	locrisk527.2	treedater	IQ-TREE
10	2015.5492199999999	BR	ES	locrisk527.2	treedater	IQ-TREE
11	2001.50001	BR	AR	locrisk527.2	treedater	IQ-TREE
12	1998.5	SE	IL	locrisk527.2	treedater	IQ-TREE
13	2009.4997900000001	SE	ET	locrisk527.2	treedater	IQ-TREE
14	2009.4998000000001	SE	ET	locrisk527.2	treedater	IQ-TREE
15	2000.4998000000001	SE	IL	locrisk527.2	treedater	IQ-TREE
16	2009.4998000000001	SE	ET	locrisk527.2	treedater	IQ-TREE
17	2009.4997899999998	SE	ET	locrisk527.2	treedater	IQ-TREE
18	2006.4998000000001	SE	KE	locrisk527.2	treedater	IQ-TREE
19	1963.4697200000001	SE	ET	locrisk527.2	treedater	IQ-TREE
20	2008.8559	ET	US	locrisk527.2	treedater	IQ-TREE
21	1999.8980799999999	SE	IL	locrisk527.2	treedater	IQ-TREE
22	1999.5	SE	IL	locrisk527.2	treedater	IQ-TREE
23	2009.13267	SE	ET	locrisk527.2	treedater	IQ-TREE
24	1953.1026199999999	ZM	TZ	locrisk527.2	treedater	IQ-TREE
25	1952.3312899999999	ZM	MW	locrisk527.2	treedater	IQ-TREE
26	2003.2479499999999	MW	ZA	locrisk527.2	treedater	IQ-TREE
27	2001.49981	MW	BW	locrisk527.2	treedater	IQ-TREE
28	1955.1451299999999	ZM	MW	locrisk527.2	treedater	IQ-TREE
29	2008.9398099999999	ZM	TZ	locrisk527.2	treedater	IQ-TREE
30	2003.49981	ZM	TZ	locrisk527.2	treedater	IQ-TREE
31	2004.4396400000001	ZM	TZ	locrisk527.2	treedater	IQ-TREE
32	2003.83142	ZM	TZ	locrisk527.2	treedater	IQ-TREE
33	2008.6501900000001	ZM	ZA	locrisk527.2	treedater	IQ-TREE
34	1997.49981	ZM	BW	locrisk527.2	treedater	IQ-TREE
35	2001.49981	ZM	ZA	locrisk527.2	treedater	IQ-TREE
36	2004.49981	ZM	SE	locrisk527.2	treedater	IQ-TREE
37	1963.9327900000001	ZM	TZ	locrisk527.2	treedater	IQ-TREE
38	1956.3038199999999	ZM	ZA	locrisk527.2	treedater	IQ-TREE
39	1967.52109	ZA	BW	locrisk527.2	treedater	IQ-TREE
40	1993.5000299999999	ZA	MW	locrisk527.2	treedater	IQ-TREE
41	2008.3656799999999	ZA	MW	locrisk527.2	treedater	IQ-TREE
42	2006.9668099999999	ZM	MW	locrisk527.2	treedater	IQ-TREE
43	2003.4595999999999	ZM	TZ	locrisk527.2	treedater	IQ-TREE
44	2002.2068300000001	ZM	ES	locrisk527.2	treedater	IQ-TREE
45	2015.49982	ZM	SE	locrisk527.2	treedater	IQ-TREE
