dataset	dpt	mlt	trait	location	Export	Import	SSS
locrisk574.2	TempEst	IQ-TREE	country	ZM	36	15	0.4117647058823529
locrisk574.2	TempEst	IQ-TREE	region	Eastern Africa	61	21	0.4878048780487805
locrisk574.2	TempEst	IQ-TREE	region	Eastern Asia	2	1	0.3333333333333333
locrisk574.2	TempEst	IQ-TREE	region	Eastern Europe	0	1	-1
locrisk574.2	TempEst	IQ-TREE	region	Northern America	0	2	-1
locrisk574.2	TempEst	IQ-TREE	region	Northern Europe	18	15	0.09090909090909091
locrisk574.2	TempEst	IQ-TREE	region	South	0	2	-1
locrisk574.2	TempEst	IQ-TREE	region	South America	1	1	0
locrisk574.2	TempEst	IQ-TREE	region	Southern Africa	20	43	-0.36507936507936506
locrisk574.2	TempEst	IQ-TREE	region	Southern Asia	3	3	0
locrisk574.2	TempEst	IQ-TREE	region	Southern Europe	1	4	-0.6
locrisk574.2	TempEst	IQ-TREE	region	Western Africa	0	3	-1
locrisk574.2	TempEst	IQ-TREE	region	Western Asia	0	7	-1
locrisk574.2	TempEst	IQ-TREE	region	Western Europe	0	3	-1
locrisk574.2	TempEst	IQ-TREE	risk4	OT	4	246	-0.968
locrisk574.2	TempEst	IQ-TREE	risk4	PI	4	2	0.3333333333333333
locrisk574.2	TempEst	IQ-TREE	risk4	SH	247	5	0.9603174603174603
locrisk574.2	TempEst	IQ-TREE	risk4	SM	2	4	-0.3333333333333333
locrisk574.2	TempEst	IQ-TREE	risk5	MB	0	8	-1
locrisk574.2	TempEst	IQ-TREE	risk5	OT	4	234	-0.9663865546218487
locrisk574.2	TempEst	IQ-TREE	risk5	PI	4	2	0.3333333333333333
locrisk574.2	TempEst	IQ-TREE	risk5	SH	243	5	0.9596774193548387
locrisk574.2	TempEst	IQ-TREE	risk5	SM	2	4	-0.3333333333333333
locrisk574.2	TempEst	IQ-TREE	risk6	MB	0	8	-1
locrisk574.2	TempEst	IQ-TREE	risk6	NR	7	218	-0.9377777777777778
locrisk574.2	TempEst	IQ-TREE	risk6	OT	4	20	-0.6666666666666666
locrisk574.2	TempEst	IQ-TREE	risk6	PI	4	2	0.3333333333333333
locrisk574.2	TempEst	IQ-TREE	risk6	SH	240	5	0.9591836734693877
locrisk574.2	TempEst	IQ-TREE	risk6	SM	2	4	-0.3333333333333333
locrisk574.2	TempEst	PhyML	continent	Africa	23	16	0.1794871794871795
locrisk574.2	TempEst	PhyML	continent	Americas	1	3	-0.5
locrisk574.2	TempEst	PhyML	continent	Asia	3	10	-0.5384615384615384
locrisk574.2	TempEst	PhyML	continent	Europe	24	22	0.043478260869565216
locrisk574.2	TempEst	PhyML	country	AR	0	1	-1
locrisk574.2	TempEst	PhyML	country	BE	0	2	-1
locrisk574.2	TempEst	PhyML	country	BG	0	1	-1
locrisk574.2	TempEst	PhyML	country	BR	3	1	0.5
locrisk574.2	TempEst	PhyML	country	BW	58	10	0.7058823529411765
locrisk574.2	TempEst	PhyML	country	CN	2	2	0
locrisk574.2	TempEst	PhyML	country	DE	0	1	-1
locrisk574.2	TempEst	PhyML	country	DK	0	1	-1
locrisk574.2	TempEst	PhyML	country	ES	0	5	-1
locrisk574.2	TempEst	PhyML	country	ET	6	7	-0.07692307692307693
locrisk574.2	TempEst	PhyML	country	GE	0	1	-1
locrisk574.2	TempEst	PhyML	country	IL	0	5	-1
locrisk574.2	TempEst	PhyML	country	IN	6	3	0.3333333333333333
locrisk574.2	TempEst	PhyML	country	KE	0	5	-1
locrisk574.2	TempEst	PhyML	country	MM	0	1	-1
locrisk574.2	TempEst	PhyML	country	MW	1	19	-0.9
locrisk574.2	TempEst	PhyML	country	NG	1	2	-0.3333333333333333
locrisk574.2	TempEst	PhyML	country	NP	1	1	0
locrisk574.2	TempEst	PhyML	country	PK	0	1	-1
locrisk574.2	TempEst	PhyML	country	SE	16	14	0.06666666666666667
locrisk574.2	TempEst	PhyML	country	SN	0	1	-1
locrisk574.2	TempEst	PhyML	country	SO	0	1	-1
locrisk574.2	TempEst	PhyML	country	TH	0	1	-1
locrisk574.2	TempEst	PhyML	country	TZ	1	24	-0.92
locrisk574.2	TempEst	PhyML	country	US	0	2	-1
locrisk574.2	TempEst	PhyML	country	UY	0	1	-1
locrisk574.2	TempEst	PhyML	country	YE	0	1	-1
locrisk574.2	TempEst	PhyML	country	ZA	20	37	-0.2982456140350877
locrisk574.2	TempEst	PhyML	country	ZM	51	15	0.5454545454545454
locrisk574.2	TempEst	PhyML	region	Eastern Africa	34	39	-0.0684931506849315
locrisk574.2	TempEst	PhyML	region	Eastern Asia	3	1	0.5
locrisk574.2	TempEst	PhyML	region	Eastern Europe	0	1	-1
locrisk574.2	TempEst	PhyML	region	Northern America	0	2	-1
locrisk574.2	TempEst	PhyML	region	Northern Europe	23	13	0.2777777777777778
locrisk574.2	TempEst	PhyML	region	South	0	2	-1
locrisk574.2	TempEst	PhyML	region	South America	1	1	0
locrisk574.2	TempEst	PhyML	region	Southern Africa	39	24	0.23809523809523808
locrisk574.2	TempEst	PhyML	region	Southern Asia	3	3	0
locrisk574.2	TempEst	PhyML	region	Southern Europe	0	5	-1
locrisk574.2	TempEst	PhyML	region	Western Africa	1	3	-0.5
locrisk574.2	TempEst	PhyML	region	Western Asia	0	7	-1
locrisk574.2	TempEst	PhyML	region	Western Europe	0	3	-1
locrisk574.2	TempEst	PhyML	risk4	OT	4	252	-0.96875
locrisk574.2	TempEst	PhyML	risk4	PI	5	2	0.42857142857142855
locrisk574.2	TempEst	PhyML	risk4	SH	253	6	0.9536679536679536
locrisk574.2	TempEst	PhyML	risk4	SM	2	4	-0.3333333333333333
locrisk574.2	TempEst	PhyML	risk5	MB	0	9	-1
locrisk574.2	TempEst	PhyML	risk5	OT	4	236	-0.9666666666666667
locrisk574.2	TempEst	PhyML	risk5	PI	5	2	0.42857142857142855
locrisk574.2	TempEst	PhyML	risk5	SH	245	5	0.96
locrisk574.2	TempEst	PhyML	risk5	SM	2	4	-0.3333333333333333
locrisk574.2	TempEst	PhyML	risk6	MB	0	9	-1
locrisk574.2	TempEst	PhyML	risk6	NR	7	215	-0.9369369369369369
locrisk574.2	TempEst	PhyML	risk6	OT	1	22	-0.9130434782608695
locrisk574.2	TempEst	PhyML	risk6	PI	5	2	0.42857142857142855
locrisk574.2	TempEst	PhyML	risk6	SH	242	5	0.9595141700404858
locrisk574.2	TempEst	PhyML	risk6	SM	2	4	-0.3333333333333333
locrisk574.2	TempEst	RAxML-NG	continent	Africa	22	17	0.1282051282051282
locrisk574.2	TempEst	RAxML-NG	continent	Americas	1	3	-0.5
locrisk574.2	TempEst	RAxML-NG	continent	Asia	2	10	-0.6666666666666666
locrisk574.2	TempEst	RAxML-NG	continent	Europe	25	20	0.1111111111111111
locrisk574.2	TempEst	RAxML-NG	country	AR	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	BE	0	2	-1
locrisk574.2	TempEst	RAxML-NG	country	BG	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	BR	3	1	0.5
locrisk574.2	TempEst	RAxML-NG	country	BW	13	20	-0.21212121212121213
locrisk574.2	TempEst	RAxML-NG	country	CN	0	2	-1
locrisk574.2	TempEst	RAxML-NG	country	DE	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	DK	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	ES	1	5	-0.6666666666666666
locrisk574.2	TempEst	RAxML-NG	country	ET	1	9	-0.8
locrisk574.2	TempEst	RAxML-NG	country	GE	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	IL	0	5	-1
locrisk574.2	TempEst	RAxML-NG	country	IN	8	3	0.45454545454545453
locrisk574.2	TempEst	RAxML-NG	country	KE	0	5	-1
locrisk574.2	TempEst	RAxML-NG	country	MM	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	MW	7	15	-0.36363636363636365
locrisk574.2	TempEst	RAxML-NG	country	NG	0	2	-1
locrisk574.2	TempEst	RAxML-NG	country	NP	1	1	0
locrisk574.2	TempEst	RAxML-NG	country	PK	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	SE	21	11	0.3125
locrisk574.2	TempEst	RAxML-NG	country	SN	0	2	-1
locrisk574.2	TempEst	RAxML-NG	country	SO	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	TH	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	TZ	3	22	-0.76
locrisk574.2	TempEst	RAxML-NG	country	US	0	2	-1
locrisk574.2	TempEst	RAxML-NG	country	UY	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	YE	0	1	-1
locrisk574.2	TempEst	RAxML-NG	country	ZA	44	21	0.35384615384615387
locrisk574.2	TempEst	RAxML-NG	country	ZM	49	12	0.6065573770491803
locrisk574.2	TempEst	RAxML-NG	region	Eastern Africa	32	38	-0.08571428571428572
locrisk574.2	TempEst	RAxML-NG	region	Eastern Asia	0	2	-1
locrisk574.2	TempEst	RAxML-NG	region	Eastern Europe	0	1	-1
locrisk574.2	TempEst	RAxML-NG	region	Northern America	0	2	-1
locrisk574.2	TempEst	RAxML-NG	region	Northern Europe	19	14	0.15151515151515152
locrisk574.2	TempEst	RAxML-NG	region	South	0	2	-1
locrisk574.2	TempEst	RAxML-NG	region	South America	1	1	0
locrisk574.2	TempEst	RAxML-NG	region	Southern Africa	42	22	0.3125
locrisk574.2	TempEst	RAxML-NG	region	Southern Asia	6	2	0.5
locrisk574.2	TempEst	RAxML-NG	region	Southern Europe	1	4	-0.6
locrisk574.2	TempEst	RAxML-NG	region	Western Africa	0	3	-1
locrisk574.2	TempEst	RAxML-NG	region	Western Asia	0	7	-1
locrisk574.2	TempEst	RAxML-NG	region	Western Europe	0	3	-1
locrisk574.2	TempEst	RAxML-NG	risk4	OT	1	249	-0.992
locrisk574.2	TempEst	RAxML-NG	risk4	PI	2	2	0
locrisk574.2	TempEst	RAxML-NG	risk4	SH	253	2	0.984313725490196
locrisk574.2	TempEst	RAxML-NG	risk4	SM	1	4	-0.6
locrisk574.2	TempEst	RAxML-NG	risk5	MB	0	8	-1
locrisk574.2	TempEst	RAxML-NG	risk5	OT	1	234	-0.9914893617021276
locrisk574.2	TempEst	RAxML-NG	risk5	PI	2	2	0
locrisk574.2	TempEst	RAxML-NG	risk5	SH	246	2	0.9838709677419355
locrisk574.2	TempEst	RAxML-NG	risk5	SM	1	4	-0.6
locrisk574.2	TempEst	RAxML-NG	risk6	MB	0	8	-1
locrisk574.2	TempEst	RAxML-NG	risk6	NR	5	220	-0.9555555555555556
locrisk574.2	TempEst	RAxML-NG	risk6	OT	0	22	-1
locrisk574.2	TempEst	RAxML-NG	risk6	PI	2	2	0
locrisk574.2	TempEst	RAxML-NG	risk6	SH	250	3	0.9762845849802372
locrisk574.2	TempEst	RAxML-NG	risk6	SM	2	4	-0.3333333333333333
locrisk574.2	TreeTime	FastTree	continent	Africa	25	14	0.28205128205128205
locrisk574.2	TreeTime	FastTree	continent	Americas	1	3	-0.5
locrisk574.2	TreeTime	FastTree	continent	Asia	2	10	-0.6666666666666666
locrisk574.2	TreeTime	FastTree	continent	Europe	21	22	-0.023255813953488372
locrisk574.2	TreeTime	FastTree	country	AR	0	1	-1
locrisk574.2	TreeTime	FastTree	country	BE	0	2	-1
locrisk574.2	TreeTime	FastTree	country	BG	0	1	-1
locrisk574.2	TreeTime	FastTree	country	BR	3	1	0.5
locrisk574.2	TreeTime	FastTree	country	BW	33	15	0.375
locrisk574.2	TreeTime	FastTree	country	CN	0	2	-1
locrisk574.2	TreeTime	FastTree	country	DE	0	1	-1
locrisk574.2	TreeTime	FastTree	country	DK	0	1	-1
locrisk574.2	TreeTime	FastTree	country	ES	2	5	-0.42857142857142855
locrisk574.2	TreeTime	FastTree	country	ET	1	11	-0.8333333333333334
locrisk574.2	TreeTime	FastTree	country	GE	0	1	-1
locrisk574.2	TreeTime	FastTree	country	IL	0	5	-1
locrisk574.2	TreeTime	FastTree	country	IN	8	3	0.45454545454545453
locrisk574.2	TreeTime	FastTree	country	KE	0	5	-1
locrisk574.2	TreeTime	FastTree	country	MM	0	1	-1
locrisk574.2	TreeTime	FastTree	country	MW	11	15	-0.15384615384615385
locrisk574.2	TreeTime	FastTree	country	NG	0	2	-1
locrisk574.2	TreeTime	FastTree	country	NP	1	1	0
locrisk574.2	TreeTime	FastTree	country	PK	0	1	-1
locrisk574.2	TreeTime	FastTree	country	SE	23	11	0.35294117647058826
locrisk574.2	TreeTime	FastTree	country	SN	0	1	-1
locrisk574.2	TreeTime	FastTree	country	SO	1	1	0
locrisk574.2	TreeTime	FastTree	country	TH	0	1	-1
locrisk574.2	TreeTime	FastTree	country	TZ	4	22	-0.6923076923076923
locrisk574.2	TreeTime	FastTree	country	US	0	2	-1
locrisk574.2	TreeTime	FastTree	country	UY	0	1	-1
locrisk574.2	TreeTime	FastTree	country	YE	0	1	-1
locrisk574.2	TreeTime	FastTree	country	ZA	19	34	-0.2830188679245283
locrisk574.2	TreeTime	FastTree	country	ZM	53	11	0.65625
locrisk574.2	TreeTime	FastTree	region	Eastern Africa	52	25	0.35064935064935066
locrisk574.2	TreeTime	FastTree	region	Eastern Asia	0	2	-1
locrisk574.2	TreeTime	FastTree	region	Eastern Europe	0	1	-1
locrisk574.2	TreeTime	FastTree	region	Northern America	0	2	-1
locrisk574.2	TreeTime	FastTree	region	Northern Europe	17	14	0.0967741935483871
locrisk574.2	TreeTime	FastTree	region	South	0	2	-1
locrisk574.2	TreeTime	FastTree	region	South America	1	1	0
locrisk574.2	TreeTime	FastTree	region	Southern Africa	22	33	-0.2
locrisk574.2	TreeTime	FastTree	region	Southern Asia	6	2	0.5
locrisk574.2	TreeTime	FastTree	region	Southern Europe	2	5	-0.42857142857142855
locrisk574.2	TreeTime	FastTree	region	Western Africa	0	3	-1
locrisk574.2	TreeTime	FastTree	region	Western Asia	0	7	-1
locrisk574.2	TreeTime	FastTree	region	Western Europe	0	3	-1
locrisk574.2	TreeTime	FastTree	risk4	OT	5	226	-0.9567099567099567
locrisk574.2	TreeTime	FastTree	risk4	PI	7	2	0.5555555555555556
locrisk574.2	TreeTime	FastTree	risk4	SH	226	7	0.9399141630901288
locrisk574.2	TreeTime	FastTree	risk4	SM	1	4	-0.6
locrisk574.2	TreeTime	FastTree	risk5	MB	0	9	-1
locrisk574.2	TreeTime	FastTree	risk5	OT	4	219	-0.9641255605381166
locrisk574.2	TreeTime	FastTree	risk5	PI	6	2	0.5
locrisk574.2	TreeTime	FastTree	risk5	SH	230	7	0.9409282700421941
locrisk574.2	TreeTime	FastTree	risk5	SM	1	4	-0.6
locrisk574.2	TreeTime	FastTree	risk6	MB	0	9	-1
locrisk574.2	TreeTime	FastTree	risk6	NR	6	202	-0.9423076923076923
locrisk574.2	TreeTime	FastTree	risk6	OT	2	21	-0.8260869565217391
locrisk574.2	TreeTime	FastTree	risk6	PI	5	2	0.42857142857142855
locrisk574.2	TreeTime	FastTree	risk6	SH	231	7	0.9411764705882353
locrisk574.2	TreeTime	FastTree	risk6	SM	1	4	-0.6
locrisk574.2	TreeTime	IQ-TREE	continent	Africa	27	11	0.42105263157894735
locrisk574.2	TreeTime	IQ-TREE	continent	Americas	1	3	-0.5
locrisk574.2	TreeTime	IQ-TREE	continent	Asia	3	11	-0.5714285714285714
locrisk574.2	TreeTime	IQ-TREE	continent	Europe	18	24	-0.14285714285714285
locrisk574.2	TreeTime	IQ-TREE	country	AR	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	BE	0	2	-1
locrisk574.2	TreeTime	IQ-TREE	country	BG	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	BR	3	1	0.5
locrisk574.2	TreeTime	IQ-TREE	country	BW	42	14	0.5
locrisk574.2	TreeTime	IQ-TREE	country	CN	2	1	0.3333333333333333
locrisk574.2	TreeTime	IQ-TREE	country	DE	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	DK	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	ES	2	5	-0.42857142857142855
locrisk574.2	TreeTime	IQ-TREE	country	ET	6	7	-0.07692307692307693
locrisk574.2	TreeTime	IQ-TREE	country	GE	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	IL	0	5	-1
locrisk574.2	TreeTime	IQ-TREE	country	IN	4	3	0.14285714285714285
locrisk574.2	TreeTime	IQ-TREE	country	KE	0	5	-1
locrisk574.2	TreeTime	IQ-TREE	country	MM	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	MW	2	18	-0.8
locrisk574.2	TreeTime	IQ-TREE	country	NG	0	2	-1
locrisk574.2	TreeTime	IQ-TREE	country	NP	1	1	0
locrisk574.2	TreeTime	IQ-TREE	country	PK	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	SE	16	14	0.06666666666666667
locrisk574.2	TreeTime	IQ-TREE	country	SN	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	SO	1	1	0
locrisk574.2	TreeTime	IQ-TREE	country	TH	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	TZ	3	24	-0.7777777777777778
locrisk574.2	TreeTime	IQ-TREE	country	US	0	2	-1
locrisk574.2	TreeTime	IQ-TREE	country	UY	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	YE	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	country	ZA	27	35	-0.12903225806451613
locrisk574.2	TreeTime	IQ-TREE	country	ZM	52	10	0.6774193548387096
locrisk574.2	TreeTime	IQ-TREE	region	Eastern Africa	64	18	0.5609756097560976
locrisk574.2	TreeTime	IQ-TREE	region	Eastern Asia	2	1	0.3333333333333333
locrisk574.2	TreeTime	IQ-TREE	region	Eastern Europe	0	1	-1
locrisk574.2	TreeTime	IQ-TREE	region	Northern America	0	2	-1
locrisk574.2	TreeTime	IQ-TREE	region	Northern Europe	17	15	0.0625
locrisk574.2	TreeTime	IQ-TREE	region	South	0	2	-1
locrisk574.2	TreeTime	IQ-TREE	region	South America	1	1	0
locrisk574.2	TreeTime	IQ-TREE	region	Southern Africa	16	44	-0.4666666666666667
locrisk574.2	TreeTime	IQ-TREE	region	Southern Asia	3	3	0
locrisk574.2	TreeTime	IQ-TREE	region	Southern Europe	2	5	-0.42857142857142855
locrisk574.2	TreeTime	IQ-TREE	region	Western Africa	0	3	-1
locrisk574.2	TreeTime	IQ-TREE	region	Western Asia	0	7	-1
locrisk574.2	TreeTime	IQ-TREE	region	Western Europe	0	3	-1
locrisk574.2	TreeTime	IQ-TREE	risk4	OT	2	240	-0.9834710743801653
locrisk574.2	TreeTime	IQ-TREE	risk4	PI	4	2	0.3333333333333333
locrisk574.2	TreeTime	IQ-TREE	risk4	SH	242	3	0.9755102040816327
locrisk574.2	TreeTime	IQ-TREE	risk4	SM	1	4	-0.6
locrisk574.2	TreeTime	IQ-TREE	risk5	MB	0	8	-1
locrisk574.2	TreeTime	IQ-TREE	risk5	OT	5	226	-0.9567099567099567
locrisk574.2	TreeTime	IQ-TREE	risk5	PI	4	2	0.3333333333333333
locrisk574.2	TreeTime	IQ-TREE	risk5	SH	236	6	0.9504132231404959
locrisk574.2	TreeTime	IQ-TREE	risk5	SM	1	4	-0.6
locrisk574.2	TreeTime	IQ-TREE	risk6	MB	0	8	-1
locrisk574.2	TreeTime	IQ-TREE	risk6	NR	5	214	-0.954337899543379
locrisk574.2	TreeTime	IQ-TREE	risk6	OT	5	20	-0.6
locrisk574.2	TreeTime	IQ-TREE	risk6	PI	4	2	0.3333333333333333
locrisk574.2	TreeTime	IQ-TREE	risk6	SH	237	4	0.966804979253112
locrisk574.2	TreeTime	IQ-TREE	risk6	SM	1	4	-0.6
locrisk574.2	TreeTime	PhyML	continent	Africa	23	15	0.21052631578947367
locrisk574.2	TreeTime	PhyML	continent	Americas	1	3	-0.5
locrisk574.2	TreeTime	PhyML	continent	Asia	2	10	-0.6666666666666666
locrisk574.2	TreeTime	PhyML	continent	Europe	23	21	0.045454545454545456
locrisk574.2	TreeTime	PhyML	country	AR	0	1	-1
locrisk574.2	TreeTime	PhyML	country	BE	0	2	-1
locrisk574.2	TreeTime	PhyML	country	BG	0	1	-1
locrisk574.2	TreeTime	PhyML	country	BR	3	1	0.5
locrisk574.2	TreeTime	PhyML	country	BW	27	17	0.22727272727272727
locrisk574.2	TreeTime	PhyML	country	CN	1	2	-0.3333333333333333
locrisk574.2	TreeTime	PhyML	country	DE	0	1	-1
locrisk574.2	TreeTime	PhyML	country	DK	0	1	-1
locrisk574.2	TreeTime	PhyML	country	ES	1	5	-0.6666666666666666
locrisk574.2	TreeTime	PhyML	country	ET	6	7	-0.07692307692307693
locrisk574.2	TreeTime	PhyML	country	GE	0	1	-1
locrisk574.2	TreeTime	PhyML	country	IL	0	5	-1
locrisk574.2	TreeTime	PhyML	country	IN	7	3	0.4
locrisk574.2	TreeTime	PhyML	country	KE	0	5	-1
locrisk574.2	TreeTime	PhyML	country	MM	0	1	-1
locrisk574.2	TreeTime	PhyML	country	MW	0	19	-1
locrisk574.2	TreeTime	PhyML	country	NG	0	2	-1
locrisk574.2	TreeTime	PhyML	country	NP	1	1	0
locrisk574.2	TreeTime	PhyML	country	PK	0	1	-1
locrisk574.2	TreeTime	PhyML	country	SE	16	14	0.06666666666666667
locrisk574.2	TreeTime	PhyML	country	SN	0	1	-1
locrisk574.2	TreeTime	PhyML	country	SO	1	1	0
locrisk574.2	TreeTime	PhyML	country	TH	0	1	-1
locrisk574.2	TreeTime	PhyML	country	TZ	1	24	-0.92
locrisk574.2	TreeTime	PhyML	country	US	0	2	-1
locrisk574.2	TreeTime	PhyML	country	UY	0	1	-1
locrisk574.2	TreeTime	PhyML	country	YE	0	1	-1
locrisk574.2	TreeTime	PhyML	country	ZA	26	31	-0.08771929824561403
locrisk574.2	TreeTime	PhyML	country	ZM	70	8	0.7948717948717948
locrisk574.2	TreeTime	PhyML	region	Eastern Africa	35	34	0.014492753623188406
locrisk574.2	TreeTime	PhyML	region	Eastern Asia	3	1	0.5
locrisk574.2	TreeTime	PhyML	region	Eastern Europe	0	1	-1
locrisk574.2	TreeTime	PhyML	region	Northern America	0	2	-1
locrisk574.2	TreeTime	PhyML	region	Northern Europe	23	13	0.2777777777777778
locrisk574.2	TreeTime	PhyML	region	South	0	2	-1
locrisk574.2	TreeTime	PhyML	region	South America	1	1	0
locrisk574.2	TreeTime	PhyML	region	Southern Africa	33	24	0.15789473684210525
locrisk574.2	TreeTime	PhyML	region	Southern Asia	3	3	0
locrisk574.2	TreeTime	PhyML	region	Southern Europe	1	5	-0.6666666666666666
locrisk574.2	TreeTime	PhyML	region	Western Africa	0	3	-1
locrisk574.2	TreeTime	PhyML	region	Western Asia	0	7	-1
locrisk574.2	TreeTime	PhyML	region	Western Europe	0	3	-1
locrisk574.2	TreeTime	PhyML	risk4	OT	5	235	-0.9583333333333334
locrisk574.2	TreeTime	PhyML	risk4	PI	4	2	0.3333333333333333
locrisk574.2	TreeTime	PhyML	risk4	SH	237	6	0.9506172839506173
locrisk574.2	TreeTime	PhyML	risk4	SM	1	4	-0.6
locrisk574.2	TreeTime	PhyML	risk5	MB	0	9	-1
locrisk574.2	TreeTime	PhyML	risk5	OT	5	224	-0.9563318777292577
locrisk574.2	TreeTime	PhyML	risk5	PI	4	2	0.3333333333333333
locrisk574.2	TreeTime	PhyML	risk5	SH	235	6	0.950207468879668
locrisk574.2	TreeTime	PhyML	risk5	SM	1	4	-0.6
locrisk574.2	TreeTime	PhyML	risk6	MB	0	9	-1
locrisk574.2	TreeTime	PhyML	risk6	NR	8	203	-0.9241706161137441
locrisk574.2	TreeTime	PhyML	risk6	OT	2	21	-0.8260869565217391
locrisk574.2	TreeTime	PhyML	risk6	PI	4	2	0.3333333333333333
locrisk574.2	TreeTime	PhyML	risk6	SH	231	7	0.9411764705882353
locrisk574.2	TreeTime	PhyML	risk6	SM	1	4	-0.6
locrisk574.2	TreeTime	RAxML-NG	continent	Africa	25	12	0.35135135135135137
locrisk574.2	TreeTime	RAxML-NG	continent	Americas	1	3	-0.5
locrisk574.2	TreeTime	RAxML-NG	continent	Asia	2	10	-0.6666666666666666
locrisk574.2	TreeTime	RAxML-NG	continent	Europe	19	22	-0.07317073170731707
locrisk574.2	TreeTime	RAxML-NG	country	AR	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	BE	0	2	-1
locrisk574.2	TreeTime	RAxML-NG	country	BG	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	BR	3	1	0.5
locrisk574.2	TreeTime	RAxML-NG	country	BW	11	20	-0.2903225806451613
locrisk574.2	TreeTime	RAxML-NG	country	CN	0	2	-1
locrisk574.2	TreeTime	RAxML-NG	country	DE	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	DK	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	ES	2	5	-0.42857142857142855
locrisk574.2	TreeTime	RAxML-NG	country	ET	1	9	-0.8
locrisk574.2	TreeTime	RAxML-NG	country	GE	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	IL	0	5	-1
locrisk574.2	TreeTime	RAxML-NG	country	IN	8	3	0.45454545454545453
locrisk574.2	TreeTime	RAxML-NG	country	KE	0	5	-1
locrisk574.2	TreeTime	RAxML-NG	country	MM	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	MW	5	15	-0.5
locrisk574.2	TreeTime	RAxML-NG	country	NG	0	2	-1
locrisk574.2	TreeTime	RAxML-NG	country	NP	1	1	0
locrisk574.2	TreeTime	RAxML-NG	country	PK	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	SE	21	11	0.3125
locrisk574.2	TreeTime	RAxML-NG	country	SN	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	SO	1	1	0
locrisk574.2	TreeTime	RAxML-NG	country	TH	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	TZ	2	24	-0.8461538461538461
locrisk574.2	TreeTime	RAxML-NG	country	US	0	2	-1
locrisk574.2	TreeTime	RAxML-NG	country	UY	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	YE	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	country	ZA	42	22	0.3125
locrisk574.2	TreeTime	RAxML-NG	country	ZM	54	10	0.6875
locrisk574.2	TreeTime	RAxML-NG	region	Eastern Africa	36	34	0.02857142857142857
locrisk574.2	TreeTime	RAxML-NG	region	Eastern Asia	1	2	-0.3333333333333333
locrisk574.2	TreeTime	RAxML-NG	region	Eastern Europe	0	1	-1
locrisk574.2	TreeTime	RAxML-NG	region	Northern America	0	2	-1
locrisk574.2	TreeTime	RAxML-NG	region	Northern Europe	17	14	0.0967741935483871
locrisk574.2	TreeTime	RAxML-NG	region	South	0	2	-1
locrisk574.2	TreeTime	RAxML-NG	region	South America	1	1	0
locrisk574.2	TreeTime	RAxML-NG	region	Southern Africa	39	24	0.23809523809523808
locrisk574.2	TreeTime	RAxML-NG	region	Southern Asia	5	2	0.42857142857142855
locrisk574.2	TreeTime	RAxML-NG	region	Southern Europe	1	5	-0.6666666666666666
locrisk574.2	TreeTime	RAxML-NG	region	Western Africa	0	3	-1
locrisk574.2	TreeTime	RAxML-NG	region	Western Asia	0	7	-1
locrisk574.2	TreeTime	RAxML-NG	region	Western Europe	0	3	-1
locrisk574.2	TreeTime	RAxML-NG	risk4	OT	2	235	-0.9831223628691983
locrisk574.2	TreeTime	RAxML-NG	risk4	PI	2	2	0
locrisk574.2	TreeTime	RAxML-NG	risk4	SH	239	3	0.9752066115702479
locrisk574.2	TreeTime	RAxML-NG	risk4	SM	1	4	-0.6
locrisk574.2	TreeTime	RAxML-NG	risk5	MB	0	8	-1
locrisk574.2	TreeTime	RAxML-NG	risk5	OT	6	212	-0.944954128440367
