dataset	dpt	mlt	trait	location	Export	Import	SSS
locrisk378.1	LSD	RAxML-NG	region	Northern Europe	15	13	0.07142857142857142
locrisk378.1	LSD	RAxML-NG	region	South	0	2	-1
locrisk378.1	LSD	RAxML-NG	region	South America	1	1	0
locrisk378.1	LSD	RAxML-NG	region	Southern Africa	36	15	0.4117647058823529
locrisk378.1	LSD	RAxML-NG	region	Southern Asia	3	2	0.2
locrisk378.1	LSD	RAxML-NG	region	Southern Europe	1	5	-0.6666666666666666
locrisk378.1	LSD	RAxML-NG	region	Western Africa	0	3	-1
locrisk378.1	LSD	RAxML-NG	region	Western Asia	0	7	-1
locrisk378.1	LSD	RAxML-NG	region	Western Europe	0	3	-1
locrisk378.1	LSD	RAxML-NG	risk4	OT	1	180	-0.988950276243094
locrisk378.1	LSD	RAxML-NG	risk4	PI	4	2	0.3333333333333333
locrisk378.1	LSD	RAxML-NG	risk4	SH	182	2	0.9782608695652174
locrisk378.1	LSD	RAxML-NG	risk4	SM	1	4	-0.6
locrisk378.1	LSD	RAxML-NG	risk5	MB	0	4	-1
locrisk378.1	LSD	RAxML-NG	risk5	OT	1	172	-0.9884393063583815
locrisk378.1	LSD	RAxML-NG	risk5	PI	3	2	0.2
locrisk378.1	LSD	RAxML-NG	risk5	SH	180	3	0.9672131147540983
locrisk378.1	LSD	RAxML-NG	risk5	SM	1	4	-0.6
locrisk378.1	LSD	RAxML-NG	risk6	MB	0	5	-1
locrisk378.1	LSD	RAxML-NG	risk6	NR	3	162	-0.9636363636363636
locrisk378.1	LSD	RAxML-NG	risk6	OT	1	17	-0.8888888888888888
locrisk378.1	LSD	RAxML-NG	risk6	PI	4	2	0.3333333333333333
locrisk378.1	LSD	RAxML-NG	risk6	SH	183	2	0.9783783783783784
locrisk378.1	LSD	RAxML-NG	risk6	SM	1	4	-0.6
locrisk378.1	TempEst	FastTree	continent	Africa	25	5	0.6666666666666666
locrisk378.1	TempEst	FastTree	continent	Americas	1	3	-0.5
locrisk378.1	TempEst	FastTree	continent	Asia	3	10	-0.5384615384615384
locrisk378.1	TempEst	FastTree	continent	Europe	12	23	-0.3142857142857143
locrisk378.1	TempEst	FastTree	country	AR	0	1	-1
locrisk378.1	TempEst	FastTree	country	BE	0	2	-1
locrisk378.1	TempEst	FastTree	country	BG	0	1	-1
locrisk378.1	TempEst	FastTree	country	BR	4	1	0.6
locrisk378.1	TempEst	FastTree	country	BW	22	10	0.375
locrisk378.1	TempEst	FastTree	country	CN	0	2	-1
locrisk378.1	TempEst	FastTree	country	DE	0	1	-1
locrisk378.1	TempEst	FastTree	country	DK	0	1	-1
locrisk378.1	TempEst	FastTree	country	ES	1	5	-0.6666666666666666
locrisk378.1	TempEst	FastTree	country	ET	1	5	-0.6666666666666666
locrisk378.1	TempEst	FastTree	country	GE	0	1	-1
locrisk378.1	TempEst	FastTree	country	IL	0	5	-1
locrisk378.1	TempEst	FastTree	country	IN	8	3	0.45454545454545453
locrisk378.1	TempEst	FastTree	country	KE	1	5	-0.6666666666666666
locrisk378.1	TempEst	FastTree	country	MM	0	1	-1
locrisk378.1	TempEst	FastTree	country	MW	1	17	-0.8888888888888888
locrisk378.1	TempEst	FastTree	country	NG	0	2	-1
locrisk378.1	TempEst	FastTree	country	NP	1	1	0
locrisk378.1	TempEst	FastTree	country	PK	0	1	-1
locrisk378.1	TempEst	FastTree	country	SE	15	13	0.07142857142857142
locrisk378.1	TempEst	FastTree	country	SN	0	2	-1
locrisk378.1	TempEst	FastTree	country	SO	0	1	-1
locrisk378.1	TempEst	FastTree	country	TH	0	1	-1
locrisk378.1	TempEst	FastTree	country	TZ	0	20	-1
locrisk378.1	TempEst	FastTree	country	US	0	2	-1
locrisk378.1	TempEst	FastTree	country	UY	0	1	-1
locrisk378.1	TempEst	FastTree	country	YE	0	1	-1
locrisk378.1	TempEst	FastTree	country	ZA	25	21	0.08695652173913043
locrisk378.1	TempEst	FastTree	country	ZM	54	6	0.8
locrisk378.1	TempEst	FastTree	region	Eastern Africa	48	12	0.6
locrisk378.1	TempEst	FastTree	region	Eastern Asia	0	2	-1
locrisk378.1	TempEst	FastTree	region	Eastern Europe	0	1	-1
locrisk378.1	TempEst	FastTree	region	Northern America	0	2	-1
locrisk378.1	TempEst	FastTree	region	Northern Europe	12	15	-0.1111111111111111
locrisk378.1	TempEst	FastTree	region	South	0	2	-1
locrisk378.1	TempEst	FastTree	region	South America	1	1	0
locrisk378.1	TempEst	FastTree	region	Southern Africa	18	32	-0.28
locrisk378.1	TempEst	FastTree	region	Southern Asia	6	2	0.5
locrisk378.1	TempEst	FastTree	region	Southern Europe	1	4	-0.6
locrisk378.1	TempEst	FastTree	region	Western Africa	0	3	-1
locrisk378.1	TempEst	FastTree	region	Western Asia	0	7	-1
locrisk378.1	TempEst	FastTree	region	Western Europe	0	3	-1
locrisk378.1	TempEst	FastTree	risk4	OT	3	170	-0.9653179190751445
locrisk378.1	TempEst	FastTree	risk4	PI	2	2	0
locrisk378.1	TempEst	FastTree	risk4	SH	173	4	0.9548022598870056
locrisk378.1	TempEst	FastTree	risk4	SM	2	4	-0.3333333333333333
locrisk378.1	TempEst	FastTree	risk5	MB	0	5	-1
locrisk378.1	TempEst	FastTree	risk5	OT	3	164	-0.9640718562874252
locrisk378.1	TempEst	FastTree	risk5	PI	2	2	0
locrisk378.1	TempEst	FastTree	risk5	SH	172	4	0.9545454545454546
locrisk378.1	TempEst	FastTree	risk5	SM	2	4	-0.3333333333333333
locrisk378.1	TempEst	FastTree	risk6	MB	0	5	-1
locrisk378.1	TempEst	FastTree	risk6	NR	6	155	-0.9254658385093167
locrisk378.1	TempEst	FastTree	risk6	OT	1	17	-0.8888888888888888
locrisk378.1	TempEst	FastTree	risk6	PI	2	2	0
locrisk378.1	TempEst	FastTree	risk6	SH	176	4	0.9555555555555556
locrisk378.1	TempEst	FastTree	risk6	SM	2	4	-0.3333333333333333
locrisk378.1	TempEst	IQ-TREE	continent	Africa	26	6	0.625
locrisk378.1	TempEst	IQ-TREE	continent	Americas	1	3	-0.5
locrisk378.1	TempEst	IQ-TREE	continent	Asia	2	10	-0.6666666666666666
locrisk378.1	TempEst	IQ-TREE	continent	Europe	13	23	-0.2777777777777778
locrisk378.1	TempEst	IQ-TREE	country	AR	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	BE	0	2	-1
locrisk378.1	TempEst	IQ-TREE	country	BG	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	BR	3	1	0.5
locrisk378.1	TempEst	IQ-TREE	country	BW	2	14	-0.75
locrisk378.1	TempEst	IQ-TREE	country	CN	2	1	0.3333333333333333
locrisk378.1	TempEst	IQ-TREE	country	DE	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	DK	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	ES	0	5	-1
locrisk378.1	TempEst	IQ-TREE	country	ET	1	5	-0.6666666666666666
locrisk378.1	TempEst	IQ-TREE	country	GE	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	IL	0	5	-1
locrisk378.1	TempEst	IQ-TREE	country	IN	5	3	0.25
locrisk378.1	TempEst	IQ-TREE	country	KE	0	5	-1
locrisk378.1	TempEst	IQ-TREE	country	MM	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	MW	0	19	-1
locrisk378.1	TempEst	IQ-TREE	country	NG	1	2	-0.3333333333333333
locrisk378.1	TempEst	IQ-TREE	country	NP	1	1	0
locrisk378.1	TempEst	IQ-TREE	country	PK	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	SE	18	12	0.2
locrisk378.1	TempEst	IQ-TREE	country	SN	0	2	-1
locrisk378.1	TempEst	IQ-TREE	country	SO	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	TH	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	TZ	1	18	-0.8947368421052632
locrisk378.1	TempEst	IQ-TREE	country	US	0	2	-1
locrisk378.1	TempEst	IQ-TREE	country	UY	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	YE	0	1	-1
locrisk378.1	TempEst	IQ-TREE	country	ZA	51	10	0.6721311475409836
locrisk378.1	TempEst	IQ-TREE	country	ZM	44	11	0.6
locrisk378.1	TempEst	IQ-TREE	region	Eastern Africa	38	22	0.26666666666666666
locrisk378.1	TempEst	IQ-TREE	region	Eastern Asia	2	1	0.3333333333333333
locrisk378.1	TempEst	IQ-TREE	region	Eastern Europe	0	1	-1
locrisk378.1	TempEst	IQ-TREE	region	Northern America	0	2	-1
locrisk378.1	TempEst	IQ-TREE	region	Northern Europe	17	13	0.13333333333333333
locrisk378.1	TempEst	IQ-TREE	region	South	0	2	-1
locrisk378.1	TempEst	IQ-TREE	region	South America	1	1	0
locrisk378.1	TempEst	IQ-TREE	region	Southern Africa	26	26	0
locrisk378.1	TempEst	IQ-TREE	region	Southern Asia	3	2	0.2
locrisk378.1	TempEst	IQ-TREE	region	Southern Europe	0	5	-1
locrisk378.1	TempEst	IQ-TREE	region	Western Africa	1	3	-0.5
locrisk378.1	TempEst	IQ-TREE	region	Western Asia	0	7	-1
locrisk378.1	TempEst	IQ-TREE	region	Western Europe	0	3	-1
locrisk378.1	TempEst	IQ-TREE	risk4	OT	5	179	-0.9456521739130435
locrisk378.1	TempEst	IQ-TREE	risk4	PI	4	2	0.3333333333333333
locrisk378.1	TempEst	IQ-TREE	risk4	SH	180	5	0.9459459459459459
locrisk378.1	TempEst	IQ-TREE	risk4	SM	1	4	-0.6
locrisk378.1	TempEst	IQ-TREE	risk5	MB	0	5	-1
locrisk378.1	TempEst	IQ-TREE	risk5	OT	1	179	-0.9888888888888889
locrisk378.1	TempEst	IQ-TREE	risk5	PI	4	2	0.3333333333333333
locrisk378.1	TempEst	IQ-TREE	risk5	SH	186	2	0.9787234042553191
locrisk378.1	TempEst	IQ-TREE	risk5	SM	1	4	-0.6
locrisk378.1	TempEst	IQ-TREE	risk6	MB	0	5	-1
locrisk378.1	TempEst	IQ-TREE	risk6	NR	3	166	-0.9644970414201184
locrisk378.1	TempEst	IQ-TREE	risk6	OT	1	17	-0.8888888888888888
locrisk378.1	TempEst	IQ-TREE	risk6	PI	4	2	0.3333333333333333
locrisk378.1	TempEst	IQ-TREE	risk6	SH	187	3	0.968421052631579
locrisk378.1	TempEst	IQ-TREE	risk6	SM	2	4	-0.3333333333333333
locrisk378.1	TempEst	PhyML	continent	Africa	26	6	0.625
locrisk378.1	TempEst	PhyML	continent	Americas	1	3	-0.5
locrisk378.1	TempEst	PhyML	continent	Asia	3	10	-0.5384615384615384
locrisk378.1	TempEst	PhyML	continent	Europe	13	24	-0.2972972972972973
locrisk378.1	TempEst	PhyML	country	AR	0	1	-1
locrisk378.1	TempEst	PhyML	country	BE	0	2	-1
locrisk378.1	TempEst	PhyML	country	BG	0	1	-1
locrisk378.1	TempEst	PhyML	country	BR	3	1	0.5
locrisk378.1	TempEst	PhyML	country	BW	1	14	-0.8666666666666667
locrisk378.1	TempEst	PhyML	country	CN	2	1	0.3333333333333333
locrisk378.1	TempEst	PhyML	country	DE	0	1	-1
locrisk378.1	TempEst	PhyML	country	DK	0	1	-1
locrisk378.1	TempEst	PhyML	country	ES	0	5	-1
locrisk378.1	TempEst	PhyML	country	ET	1	5	-0.6666666666666666
locrisk378.1	TempEst	PhyML	country	GE	0	1	-1
locrisk378.1	TempEst	PhyML	country	IL	0	5	-1
locrisk378.1	TempEst	PhyML	country	IN	5	3	0.25
locrisk378.1	TempEst	PhyML	country	KE	0	5	-1
locrisk378.1	TempEst	PhyML	country	MM	0	1	-1
locrisk378.1	TempEst	PhyML	country	MW	1	18	-0.8947368421052632
locrisk378.1	TempEst	PhyML	country	NG	1	2	-0.3333333333333333
locrisk378.1	TempEst	PhyML	country	NP	1	1	0
locrisk378.1	TempEst	PhyML	country	PK	0	1	-1
locrisk378.1	TempEst	PhyML	country	SE	18	12	0.2
locrisk378.1	TempEst	PhyML	country	SN	0	2	-1
locrisk378.1	TempEst	PhyML	country	SO	1	1	0
locrisk378.1	TempEst	PhyML	country	TH	0	1	-1
locrisk378.1	TempEst	PhyML	country	TZ	4	17	-0.6190476190476191
locrisk378.1	TempEst	PhyML	country	US	0	2	-1
locrisk378.1	TempEst	PhyML	country	UY	0	1	-1
locrisk378.1	TempEst	PhyML	country	YE	0	1	-1
locrisk378.1	TempEst	PhyML	country	ZA	40	12	0.5384615384615384
locrisk378.1	TempEst	PhyML	country	ZM	47	7	0.7407407407407407
locrisk378.1	TempEst	PhyML	region	Eastern Africa	43	17	0.43333333333333335
locrisk378.1	TempEst	PhyML	region	Eastern Asia	2	1	0.3333333333333333
locrisk378.1	TempEst	PhyML	region	Eastern Europe	0	1	-1
locrisk378.1	TempEst	PhyML	region	Northern America	0	2	-1
locrisk378.1	TempEst	PhyML	region	Northern Europe	16	13	0.10344827586206896
locrisk378.1	TempEst	PhyML	region	South	0	2	-1
locrisk378.1	TempEst	PhyML	region	South America	1	1	0
locrisk378.1	TempEst	PhyML	region	Southern Africa	19	28	-0.19148936170212766
locrisk378.1	TempEst	PhyML	region	Southern Asia	3	2	0.2
locrisk378.1	TempEst	PhyML	region	Southern Europe	0	5	-1
locrisk378.1	TempEst	PhyML	region	Western Africa	1	3	-0.5
locrisk378.1	TempEst	PhyML	region	Western Asia	0	7	-1
locrisk378.1	TempEst	PhyML	region	Western Europe	0	3	-1
locrisk378.1	TempEst	PhyML	risk4	OT	1	182	-0.9890710382513661
locrisk378.1	TempEst	PhyML	risk4	PI	4	2	0.3333333333333333
locrisk378.1	TempEst	PhyML	risk4	SH	184	2	0.978494623655914
locrisk378.1	TempEst	PhyML	risk4	SM	1	4	-0.6
locrisk378.1	TempEst	PhyML	risk5	MB	0	5	-1
locrisk378.1	TempEst	PhyML	risk5	OT	1	176	-0.9887005649717514
locrisk378.1	TempEst	PhyML	risk5	PI	4	2	0.3333333333333333
locrisk378.1	TempEst	PhyML	risk5	SH	183	2	0.9783783783783784
locrisk378.1	TempEst	PhyML	risk5	SM	1	4	-0.6
locrisk378.1	TempEst	PhyML	risk6	MB	0	5	-1
locrisk378.1	TempEst	PhyML	risk6	NR	4	167	-0.9532163742690059
locrisk378.1	TempEst	PhyML	risk6	OT	1	17	-0.8888888888888888
locrisk378.1	TempEst	PhyML	risk6	PI	4	2	0.3333333333333333
locrisk378.1	TempEst	PhyML	risk6	SH	188	2	0.9789473684210527
locrisk378.1	TempEst	PhyML	risk6	SM	0	4	-1
locrisk378.1	TempEst	RAxML-NG	continent	Africa	25	6	0.6129032258064516
locrisk378.1	TempEst	RAxML-NG	continent	Americas	1	3	-0.5
locrisk378.1	TempEst	RAxML-NG	continent	Asia	2	9	-0.6363636363636364
locrisk378.1	TempEst	RAxML-NG	continent	Europe	12	22	-0.29411764705882354
locrisk378.1	TempEst	RAxML-NG	country	AR	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	BE	0	2	-1
locrisk378.1	TempEst	RAxML-NG	country	BG	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	BR	3	1	0.5
locrisk378.1	TempEst	RAxML-NG	country	BW	1	14	-0.8666666666666667
locrisk378.1	TempEst	RAxML-NG	country	CN	2	1	0.3333333333333333
locrisk378.1	TempEst	RAxML-NG	country	DE	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	DK	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	ES	0	5	-1
locrisk378.1	TempEst	RAxML-NG	country	ET	1	5	-0.6666666666666666
locrisk378.1	TempEst	RAxML-NG	country	GE	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	IL	0	5	-1
locrisk378.1	TempEst	RAxML-NG	country	IN	5	3	0.25
locrisk378.1	TempEst	RAxML-NG	country	KE	0	5	-1
locrisk378.1	TempEst	RAxML-NG	country	MM	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	MW	0	18	-1
locrisk378.1	TempEst	RAxML-NG	country	NG	1	2	-0.3333333333333333
locrisk378.1	TempEst	RAxML-NG	country	NP	1	1	0
locrisk378.1	TempEst	RAxML-NG	country	PK	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	SE	18	12	0.2
locrisk378.1	TempEst	RAxML-NG	country	SN	0	2	-1
locrisk378.1	TempEst	RAxML-NG	country	SO	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	TH	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	TZ	0	19	-1
locrisk378.1	TempEst	RAxML-NG	country	US	0	2	-1
locrisk378.1	TempEst	RAxML-NG	country	UY	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	YE	0	1	-1
locrisk378.1	TempEst	RAxML-NG	country	ZA	43	10	0.6226415094339622
locrisk378.1	TempEst	RAxML-NG	country	ZM	49	6	0.7818181818181819
locrisk378.1	TempEst	RAxML-NG	region	Eastern Africa	34	18	0.3076923076923077
locrisk378.1	TempEst	RAxML-NG	region	Eastern Asia	2	1	0.3333333333333333
locrisk378.1	TempEst	RAxML-NG	region	Eastern Europe	0	1	-1
locrisk378.1	TempEst	RAxML-NG	region	Northern America	0	2	-1
locrisk378.1	TempEst	RAxML-NG	region	Northern Europe	16	13	0.10344827586206896
locrisk378.1	TempEst	RAxML-NG	region	South	0	2	-1
locrisk378.1	TempEst	RAxML-NG	region	South America	1	1	0
locrisk378.1	TempEst	RAxML-NG	region	Southern Africa	24	23	0.02127659574468085
locrisk378.1	TempEst	RAxML-NG	region	Southern Asia	3	2	0.2
locrisk378.1	TempEst	RAxML-NG	region	Southern Europe	0	5	-1
locrisk378.1	TempEst	RAxML-NG	region	Western Africa	1	3	-0.5
locrisk378.1	TempEst	RAxML-NG	region	Western Asia	0	7	-1
locrisk378.1	TempEst	RAxML-NG	region	Western Europe	0	3	-1
locrisk378.1	TempEst	RAxML-NG	risk4	OT	5	178	-0.9453551912568307
locrisk378.1	TempEst	RAxML-NG	risk4	PI	4	2	0.3333333333333333
locrisk378.1	TempEst	RAxML-NG	risk4	SH	179	6	0.9351351351351351
locrisk378.1	TempEst	RAxML-NG	risk4	SM	2	4	-0.3333333333333333
locrisk378.1	TempEst	RAxML-NG	risk5	MB	0	5	-1
locrisk378.1	TempEst	RAxML-NG	risk5	OT	2	172	-0.9770114942528736
locrisk378.1	TempEst	RAxML-NG	risk5	PI	4	2	0.3333333333333333
locrisk378.1	TempEst	RAxML-NG	risk5	SH	179	3	0.967032967032967
locrisk378.1	TempEst	RAxML-NG	risk5	SM	1	4	-0.6
locrisk378.1	TempEst	RAxML-NG	risk6	MB	0	5	-1
locrisk378.1	TempEst	RAxML-NG	risk6	NR	6	162	-0.9285714285714286
locrisk378.1	TempEst	RAxML-NG	risk6	OT	1	17	-0.8888888888888888
locrisk378.1	TempEst	RAxML-NG	risk6	PI	4	2	0.3333333333333333
locrisk378.1	TempEst	RAxML-NG	risk6	SH	182	4	0.956989247311828
locrisk378.1	TempEst	RAxML-NG	risk6	SM	1	4	-0.6
locrisk378.1	TreeTime	FastTree	continent	Africa	25	5	0.6666666666666666
locrisk378.1	TreeTime	FastTree	continent	Americas	1	3	-0.5
locrisk378.1	TreeTime	FastTree	continent	Asia	2	9	-0.6363636363636364
locrisk378.1	TreeTime	FastTree	continent	Europe	11	22	-0.3333333333333333
locrisk378.1	TreeTime	FastTree	country	AR	0	1	-1
locrisk378.1	TreeTime	FastTree	country	BE	0	2	-1
locrisk378.1	TreeTime	FastTree	country	BG	0	1	-1
locrisk378.1	TreeTime	FastTree	country	BR	4	1	0.6
locrisk378.1	TreeTime	FastTree	country	BW	12	13	-0.04
locrisk378.1	TreeTime	FastTree	country	CN	0	2	-1
locrisk378.1	TreeTime	FastTree	country	DE	0	1	-1
locrisk378.1	TreeTime	FastTree	country	DK	0	1	-1
locrisk378.1	TreeTime	FastTree	country	ES	1	5	-0.6666666666666666
locrisk378.1	TreeTime	FastTree	country	ET	1	5	-0.6666666666666666
locrisk378.1	TreeTime	FastTree	country	GE	0	1	-1
locrisk378.1	TreeTime	FastTree	country	IL	0	5	-1
locrisk378.1	TreeTime	FastTree	country	IN	8	3	0.45454545454545453
locrisk378.1	TreeTime	FastTree	country	KE	1	5	-0.6666666666666666
locrisk378.1	TreeTime	FastTree	country	MM	0	1	-1
locrisk378.1	TreeTime	FastTree	country	MW	0	16	-1
locrisk378.1	TreeTime	FastTree	country	NG	0	2	-1
locrisk378.1	TreeTime	FastTree	country	NP	1	1	0
locrisk378.1	TreeTime	FastTree	country	PK	0	1	-1
locrisk378.1	TreeTime	FastTree	country	SE	15	13	0.07142857142857142
locrisk378.1	TreeTime	FastTree	country	SN	0	1	-1
locrisk378.1	TreeTime	FastTree	country	SO	1	1	0
locrisk378.1	TreeTime	FastTree	country	TH	0	1	-1
locrisk378.1	TreeTime	FastTree	country	TZ	0	20	-1
locrisk378.1	TreeTime	FastTree	country	US	0	2	-1
locrisk378.1	TreeTime	FastTree	country	UY	0	1	-1
locrisk378.1	TreeTime	FastTree	country	YE	0	1	-1
locrisk378.1	TreeTime	FastTree	country	ZA	23	20	0.06976744186046512
locrisk378.1	TreeTime	FastTree	country	ZM	62	2	0.9375
locrisk378.1	TreeTime	FastTree	region	Eastern Africa	49	12	0.6065573770491803
locrisk378.1	TreeTime	FastTree	region	Eastern Asia	1	2	-0.3333333333333333
locrisk378.1	TreeTime	FastTree	region	Eastern Europe	0	1	-1
locrisk378.1	TreeTime	FastTree	region	Northern America	0	2	-1
locrisk378.1	TreeTime	FastTree	region	Northern Europe	11	15	-0.15384615384615385
locrisk378.1	TreeTime	FastTree	region	South	0	2	-1
locrisk378.1	TreeTime	FastTree	region	South America	1	1	0
locrisk378.1	TreeTime	FastTree	region	Southern Africa	17	31	-0.2916666666666667
locrisk378.1	TreeTime	FastTree	region	Southern Asia	5	2	0.42857142857142855
locrisk378.1	TreeTime	FastTree	region	Southern Europe	1	5	-0.6666666666666666
locrisk378.1	TreeTime	FastTree	region	Western Africa	0	3	-1
locrisk378.1	TreeTime	FastTree	region	Western Asia	0	6	-1
locrisk378.1	TreeTime	FastTree	region	Western Europe	0	3	-1
locrisk378.1	TreeTime	FastTree	risk4	OT	1	170	-0.9883040935672515
locrisk378.1	TreeTime	FastTree	risk4	PI	2	2	0
locrisk378.1	TreeTime	FastTree	risk4	SH	174	2	0.9772727272727273
locrisk378.1	TreeTime	FastTree	risk4	SM	1	4	-0.6
locrisk378.1	TreeTime	FastTree	risk5	MB	0	5	-1
locrisk378.1	TreeTime	FastTree	risk5	OT	2	164	-0.9759036144578314
locrisk378.1	TreeTime	FastTree	risk5	PI	2	2	0
locrisk378.1	TreeTime	FastTree	risk5	SH	173	3	0.9659090909090909
locrisk378.1	TreeTime	FastTree	risk5	SM	1	4	-0.6
locrisk378.1	TreeTime	FastTree	risk6	MB	0	5	-1
locrisk378.1	TreeTime	FastTree	risk6	NR	4	153	-0.9490445859872612
locrisk378.1	TreeTime	FastTree	risk6	OT	1	17	-0.8888888888888888
locrisk378.1	TreeTime	FastTree	risk6	PI	2	2	0
locrisk378.1	TreeTime	FastTree	risk6	SH	175	2	0.9774011299435028
locrisk378.1	TreeTime	FastTree	risk6	SM	1	4	-0.6
locrisk378.1	TreeTime	IQ-TREE	continent	Africa	28	4	0.75
locrisk378.1	TreeTime	IQ-TREE	continent	Americas	1	3	-0.5
locrisk378.1	TreeTime	IQ-TREE	continent	Asia	2	9	-0.6363636363636364
locrisk378.1	TreeTime	IQ-TREE	continent	Europe	9	24	-0.45454545454545453
locrisk378.1	TreeTime	IQ-TREE	country	AR	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	BE	0	2	-1
locrisk378.1	TreeTime	IQ-TREE	country	BG	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	BR	3	1	0.5
locrisk378.1	TreeTime	IQ-TREE	country	BW	2	13	-0.7333333333333333
locrisk378.1	TreeTime	IQ-TREE	country	CN	2	1	0.3333333333333333
locrisk378.1	TreeTime	IQ-TREE	country	DE	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	DK	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	ES	1	5	-0.6666666666666666
locrisk378.1	TreeTime	IQ-TREE	country	ET	1	5	-0.6666666666666666
locrisk378.1	TreeTime	IQ-TREE	country	GE	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	IL	0	5	-1
locrisk378.1	TreeTime	IQ-TREE	country	IN	5	3	0.25
locrisk378.1	TreeTime	IQ-TREE	country	KE	0	5	-1
locrisk378.1	TreeTime	IQ-TREE	country	MM	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	MW	0	19	-1
locrisk378.1	TreeTime	IQ-TREE	country	NG	0	2	-1
locrisk378.1	TreeTime	IQ-TREE	country	NP	1	1	0
locrisk378.1	TreeTime	IQ-TREE	country	PK	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	SE	18	12	0.2
locrisk378.1	TreeTime	IQ-TREE	country	SN	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	SO	1	1	0
locrisk378.1	TreeTime	IQ-TREE	country	TH	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	TZ	1	18	-0.8947368421052632
locrisk378.1	TreeTime	IQ-TREE	country	US	0	2	-1
locrisk378.1	TreeTime	IQ-TREE	country	UY	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	YE	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	country	ZA	50	10	0.6666666666666666
locrisk378.1	TreeTime	IQ-TREE	country	ZM	42	11	0.5849056603773585
locrisk378.1	TreeTime	IQ-TREE	region	Eastern Africa	41	19	0.36666666666666664
locrisk378.1	TreeTime	IQ-TREE	region	Eastern Asia	2	1	0.3333333333333333
locrisk378.1	TreeTime	IQ-TREE	region	Eastern Europe	0	1	-1
locrisk378.1	TreeTime	IQ-TREE	region	Northern America	0	2	-1
locrisk378.1	TreeTime	IQ-TREE	region	Northern Europe	9	17	-0.3076923076923077
locrisk378.1	TreeTime	IQ-TREE	region	South	0	2	-1
locrisk378.1	TreeTime	IQ-TREE	region	South America	1	1	0
locrisk378.1	TreeTime	IQ-TREE	region	Southern Africa	28	23	0.09803921568627451
locrisk378.1	TreeTime	IQ-TREE	region	Southern Asia	3	2	0.2
locrisk378.1	TreeTime	IQ-TREE	region	Southern Europe	1	5	-0.6666666666666666
locrisk378.1	TreeTime	IQ-TREE	region	Western Africa	0	3	-1
locrisk378.1	TreeTime	IQ-TREE	region	Western Asia	0	6	-1
locrisk378.1	TreeTime	IQ-TREE	region	Western Europe	0	3	-1
locrisk378.1	TreeTime	IQ-TREE	risk4	OT	2	175	-0.9774011299435028
locrisk378.1	TreeTime	IQ-TREE	risk4	PI	4	2	0.3333333333333333
locrisk378.1	TreeTime	IQ-TREE	risk4	SH	177	2	0.9776536312849162
locrisk378.1	TreeTime	IQ-TREE	risk4	SM	0	4	-1
locrisk378.1	TreeTime	IQ-TREE	risk5	MB	0	4	-1
locrisk378.1	TreeTime	IQ-TREE	risk5	OT	1	170	-0.9883040935672515
locrisk378.1	TreeTime	IQ-TREE	risk5	PI	4	2	0.3333333333333333
locrisk378.1	TreeTime	IQ-TREE	risk5	SH	176	2	0.9775280898876404
locrisk378.1	TreeTime	IQ-TREE	risk5	SM	1	4	-0.6
locrisk378.1	TreeTime	IQ-TREE	risk6	MB	0	5	-1
locrisk378.1	TreeTime	IQ-TREE	risk6	NR	3	159	-0.9629629629629629
locrisk378.1	TreeTime	IQ-TREE	risk6	OT	2	17	-0.7894736842105263
locrisk378.1	TreeTime	IQ-TREE	risk6	PI	4	2	0.3333333333333333
locrisk378.1	TreeTime	IQ-TREE	risk6	SH	179	2	0.9779005524861878
