"Metastates","Degree.Centrality","Indegree.Centrality","Outdegree.Centrality","Betweenness.Centrality","Closeness.Centrality","Source.Hub.Ratio","dataset","mlt"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk527.3","IQ-TREE"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk527.3","IQ-TREE"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk574.1","IQ-TREE"
"Americas",2,1,1,0,0.25,0.5,"locrisk574.1","IQ-TREE"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk574.1","IQ-TREE"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk574.1","IQ-TREE"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk574.2","IQ-TREE"
"Americas",2,1,1,0,0.25,0.5,"locrisk574.2","IQ-TREE"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk574.2","IQ-TREE"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk574.2","IQ-TREE"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk574.3","IQ-TREE"
"Americas",2,1,1,0,0.25,0.5,"locrisk574.3","IQ-TREE"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk574.3","IQ-TREE"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk574.3","IQ-TREE"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk260.1","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk260.1","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk260.1","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk260.1","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk260.2","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk260.2","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk260.2","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk260.2","PhyML"
"Africa",5,2,3,2,0.333333333333333,0.6,"locrisk260.3","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk260.3","PhyML"
"Asia",4,2,2,0,0.25,0.5,"locrisk260.3","PhyML"
"Europe",5,3,2,2,0.333333333333333,0.4,"locrisk260.3","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk378.1","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk378.1","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk378.1","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk378.1","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk378.2","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk378.2","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk378.2","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk378.2","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk378.3","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk378.3","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk378.3","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk378.3","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk468.1","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk468.1","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk468.1","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk468.1","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk468.2","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk468.2","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk468.2","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk468.2","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk468.3","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk468.3","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk468.3","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk468.3","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk527.1","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk527.1","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk527.1","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk527.1","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk527.2","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk527.2","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk527.2","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk527.2","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk527.3","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk527.3","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk527.3","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk527.3","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk574.1","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk574.1","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk574.1","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk574.1","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk574.2","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk574.2","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk574.2","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk574.2","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk574.3","PhyML"
"Americas",2,1,1,0,0.25,0.5,"locrisk574.3","PhyML"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk574.3","PhyML"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk574.3","PhyML"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk260.1","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk260.1","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk260.1","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk260.1","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk260.2","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk260.2","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk260.2","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk260.2","RAxML-NG"
"Africa",5,2,3,2,0.333333333333333,0.6,"locrisk260.3","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk260.3","RAxML-NG"
"Asia",4,2,2,0,0.25,0.5,"locrisk260.3","RAxML-NG"
"Europe",5,3,2,2,0.333333333333333,0.4,"locrisk260.3","RAxML-NG"
"Africa",5,2,3,2,0.333333333333333,0.6,"locrisk378.1","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk378.1","RAxML-NG"
"Asia",4,2,2,0,0.25,0.5,"locrisk378.1","RAxML-NG"
"Europe",5,3,2,2,0.333333333333333,0.4,"locrisk378.1","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk378.2","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk378.2","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk378.2","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk378.2","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk378.3","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk378.3","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk378.3","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk378.3","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk468.1","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk468.1","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk468.1","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk468.1","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk468.2","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk468.2","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk468.2","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk468.2","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk468.3","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk468.3","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk468.3","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk468.3","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk527.1","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk527.1","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk527.1","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk527.1","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk527.2","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk527.2","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk527.2","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk527.2","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk527.3","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk527.3","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk527.3","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk527.3","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk574.1","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk574.1","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk574.1","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk574.1","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk574.2","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk574.2","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk574.2","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk574.2","RAxML-NG"
"Africa",4,1,3,2,0.333333333333333,0.75,"locrisk574.3","RAxML-NG"
"Americas",2,1,1,0,0.25,0.5,"locrisk574.3","RAxML-NG"
"Asia",3,2,1,0,0.25,0.333333333333333,"locrisk574.3","RAxML-NG"
"Europe",5,3,2,4,0.333333333333333,0.4,"locrisk574.3","RAxML-NG"
