"Metastates","Degree.Centrality","Indegree.Centrality","Outdegree.Centrality","Betweenness.Centrality","Closeness.Centrality","Source.Hub.Ratio","dataset","mlt"
"NR",7,2,5,2.5,0.2,0.714285714285714,"locrisk574.2","IQ-TREE"
"OT",2,2,0,0,0.125,0,"locrisk574.2","IQ-TREE"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk574.2","IQ-TREE"
"SH",6,2,4,1.5,0.2,0.666666666666667,"locrisk574.2","IQ-TREE"
"SM",3,3,0,0,0.142857142857143,0,"locrisk574.2","IQ-TREE"
"MB",2,1,1,0,0.125,0.5,"locrisk574.3","IQ-TREE"
"NR",8,3,5,6.5,0.2,0.625,"locrisk574.3","IQ-TREE"
"OT",4,2,2,0,0.125,0.5,"locrisk574.3","IQ-TREE"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk574.3","IQ-TREE"
"SH",6,3,3,1.5,0.166666666666667,0.5,"locrisk574.3","IQ-TREE"
"SM",3,3,0,0,0.142857142857143,0,"locrisk574.3","IQ-TREE"
"MB",1,1,0,0,0.111111111111111,0,"locrisk260.1","PhyML"
"NR",7,2,5,3,0.2,0.714285714285714,"locrisk260.1","PhyML"
"OT",2,2,0,0,0.125,0,"locrisk260.1","PhyML"
"PI",4,2,2,0,0.125,0.5,"locrisk260.1","PhyML"
"SH",6,2,4,1,0.166666666666667,0.666666666666667,"locrisk260.1","PhyML"
"SM",2,2,0,0,0.125,0,"locrisk260.1","PhyML"
"MB",2,1,1,0,0.125,0.5,"locrisk260.2","PhyML"
"NR",7,2,5,4,0.2,0.714285714285714,"locrisk260.2","PhyML"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk260.2","PhyML"
"PI",4,2,2,0,0.125,0.5,"locrisk260.2","PhyML"
"SH",8,4,4,9,0.2,0.5,"locrisk260.2","PhyML"
"SM",2,2,0,0,0.125,0,"locrisk260.2","PhyML"
"MB",1,1,0,0,0.111111111111111,0,"locrisk260.3","PhyML"
"NR",7,2,5,4,0.2,0.714285714285714,"locrisk260.3","PhyML"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk260.3","PhyML"
"PI",4,2,2,0,0.125,0.5,"locrisk260.3","PhyML"
"SH",7,3,4,5,0.166666666666667,0.571428571428571,"locrisk260.3","PhyML"
"SM",2,2,0,0,0.125,0,"locrisk260.3","PhyML"
"MB",2,2,0,0,0.125,0,"locrisk378.1","PhyML"
"NR",7,2,5,2.5,0.2,0.714285714285714,"locrisk378.1","PhyML"
"OT",2,2,0,0,0.125,0,"locrisk378.1","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk378.1","PhyML"
"SH",6,2,4,1.5,0.2,0.666666666666667,"locrisk378.1","PhyML"
"SM",2,2,0,0,0.125,0,"locrisk378.1","PhyML"
"MB",1,1,0,0,0.111111111111111,0,"locrisk378.2","PhyML"
"NR",7,2,5,3,0.2,0.714285714285714,"locrisk378.2","PhyML"
"OT",2,2,0,0,0.125,0,"locrisk378.2","PhyML"
"PI",4,2,2,0,0.125,0.5,"locrisk378.2","PhyML"
"SH",6,2,4,1,0.166666666666667,0.666666666666667,"locrisk378.2","PhyML"
"SM",2,2,0,0,0.125,0,"locrisk378.2","PhyML"
"MB",1,1,0,0,0.111111111111111,0,"locrisk378.3","PhyML"
"NR",7,2,5,4,0.2,0.714285714285714,"locrisk378.3","PhyML"
"OT",2,2,0,0,0.125,0,"locrisk378.3","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk378.3","PhyML"
"SH",5,2,3,1,0.166666666666667,0.6,"locrisk378.3","PhyML"
"SM",2,2,0,0,0.125,0,"locrisk378.3","PhyML"
"MB",2,1,1,0,0.111111111111111,0.5,"locrisk468.1","PhyML"
"NR",8,3,5,7,0.2,0.625,"locrisk468.1","PhyML"
"OT",2,2,0,0,0.125,0,"locrisk468.1","PhyML"
"PI",4,2,2,0,0.125,0.5,"locrisk468.1","PhyML"
"SH",6,2,4,1,0.166666666666667,0.666666666666667,"locrisk468.1","PhyML"
"SM",2,2,0,0,0.125,0,"locrisk468.1","PhyML"
"MB",1,1,0,0,0.111111111111111,0,"locrisk468.2","PhyML"
"NR",7,2,5,4,0.2,0.714285714285714,"locrisk468.2","PhyML"
"OT",2,2,0,0,0.125,0,"locrisk468.2","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk468.2","PhyML"
"SH",5,2,3,1,0.166666666666667,0.6,"locrisk468.2","PhyML"
"SM",2,2,0,0,0.125,0,"locrisk468.2","PhyML"
"MB",2,1,1,0,0.125,0.5,"locrisk468.3","PhyML"
"NR",8,3,5,9,0.2,0.625,"locrisk468.3","PhyML"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk468.3","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk468.3","PhyML"
"SH",6,3,3,5,0.2,0.5,"locrisk468.3","PhyML"
"SM",2,2,0,0,0.125,0,"locrisk468.3","PhyML"
"MB",3,2,1,0,0.142857142857143,0.333333333333333,"locrisk527.1","PhyML"
"NR",7,2,5,2.5,0.2,0.714285714285714,"locrisk527.1","PhyML"
"OT",2,2,0,0,0.125,0,"locrisk527.1","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk527.1","PhyML"
"SH",6,2,4,1.5,0.2,0.666666666666667,"locrisk527.1","PhyML"
"SM",3,3,0,0,0.142857142857143,0,"locrisk527.1","PhyML"
"MB",2,1,1,0,0.125,0.5,"locrisk527.2","PhyML"
"NR",7,2,5,6,0.2,0.714285714285714,"locrisk527.2","PhyML"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk527.2","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk527.2","PhyML"
"SH",6,3,3,5,0.166666666666667,0.5,"locrisk527.2","PhyML"
"SM",3,3,0,0,0.142857142857143,0,"locrisk527.2","PhyML"
"MB",4,2,2,0,0.142857142857143,0.5,"locrisk527.3","PhyML"
"NR",8,3,5,6.5,0.2,0.625,"locrisk527.3","PhyML"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk527.3","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk527.3","PhyML"
"SH",7,3,4,5.5,0.2,0.571428571428571,"locrisk527.3","PhyML"
"SM",3,3,0,0,0.142857142857143,0,"locrisk527.3","PhyML"
"MB",2,1,1,0,0.125,0.5,"locrisk574.1","PhyML"
"NR",7,2,5,6,0.2,0.714285714285714,"locrisk574.1","PhyML"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk574.1","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk574.1","PhyML"
"SH",6,3,3,5,0.166666666666667,0.5,"locrisk574.1","PhyML"
"SM",3,3,0,0,0.142857142857143,0,"locrisk574.1","PhyML"
"MB",4,2,2,0,0.166666666666667,0.5,"locrisk574.2","PhyML"
"NR",7,2,5,2.5,0.2,0.714285714285714,"locrisk574.2","PhyML"
"OT",3,3,0,0,0.142857142857143,0,"locrisk574.2","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk574.2","PhyML"
"SH",6,2,4,1.5,0.2,0.666666666666667,"locrisk574.2","PhyML"
"SM",3,3,0,0,0.142857142857143,0,"locrisk574.2","PhyML"
"MB",2,1,1,0,0.125,0.5,"locrisk574.3","PhyML"
"NR",7,2,5,6,0.2,0.714285714285714,"locrisk574.3","PhyML"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk574.3","PhyML"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk574.3","PhyML"
"SH",6,3,3,5,0.166666666666667,0.5,"locrisk574.3","PhyML"
"SM",3,3,0,0,0.142857142857143,0,"locrisk574.3","PhyML"
"MB",2,1,1,0,0.125,0.5,"locrisk260.1","RAxML-NG"
"NR",7,2,5,3,0.2,0.714285714285714,"locrisk260.1","RAxML-NG"
"OT",2,2,0,0,0.125,0,"locrisk260.1","RAxML-NG"
"PI",4,2,2,0,0.125,0.5,"locrisk260.1","RAxML-NG"
"SH",7,3,4,5,0.2,0.571428571428571,"locrisk260.1","RAxML-NG"
"SM",2,2,0,0,0.125,0,"locrisk260.1","RAxML-NG"
"MB",1,1,0,0,0.111111111111111,0,"locrisk260.2","RAxML-NG"
"NR",7,2,5,4,0.2,0.714285714285714,"locrisk260.2","RAxML-NG"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk260.2","RAxML-NG"
"PI",4,2,2,0,0.125,0.5,"locrisk260.2","RAxML-NG"
"SH",7,3,4,5,0.166666666666667,0.571428571428571,"locrisk260.2","RAxML-NG"
"SM",2,2,0,0,0.125,0,"locrisk260.2","RAxML-NG"
"MB",2,1,1,0,0.125,0.5,"locrisk260.3","RAxML-NG"
"NR",7,2,5,4,0.2,0.714285714285714,"locrisk260.3","RAxML-NG"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk260.3","RAxML-NG"
"PI",4,2,2,0,0.125,0.5,"locrisk260.3","RAxML-NG"
"SH",8,4,4,9,0.2,0.5,"locrisk260.3","RAxML-NG"
"SM",2,2,0,0,0.125,0,"locrisk260.3","RAxML-NG"
"MB",1,1,0,0,0.111111111111111,0,"locrisk378.1","RAxML-NG"
"NR",7,2,5,3,0.2,0.714285714285714,"locrisk378.1","RAxML-NG"
"OT",2,2,0,0,0.125,0,"locrisk378.1","RAxML-NG"
"PI",4,2,2,0,0.125,0.5,"locrisk378.1","RAxML-NG"
"SH",6,2,4,1,0.166666666666667,0.666666666666667,"locrisk378.1","RAxML-NG"
"SM",2,2,0,0,0.125,0,"locrisk378.1","RAxML-NG"
"MB",1,1,0,0,0.111111111111111,0,"locrisk378.2","RAxML-NG"
"NR",7,2,5,3,0.2,0.714285714285714,"locrisk378.2","RAxML-NG"
"OT",2,2,0,0,0.125,0,"locrisk378.2","RAxML-NG"
"PI",4,2,2,0,0.125,0.5,"locrisk378.2","RAxML-NG"
"SH",6,2,4,1,0.166666666666667,0.666666666666667,"locrisk378.2","RAxML-NG"
"SM",2,2,0,0,0.125,0,"locrisk378.2","RAxML-NG"
"MB",1,1,0,0,0.111111111111111,0,"locrisk378.3","RAxML-NG"
"NR",7,2,5,3,0.2,0.714285714285714,"locrisk378.3","RAxML-NG"
"OT",2,2,0,0,0.125,0,"locrisk378.3","RAxML-NG"
"PI",4,2,2,0,0.125,0.5,"locrisk378.3","RAxML-NG"
"SH",6,2,4,1,0.166666666666667,0.666666666666667,"locrisk378.3","RAxML-NG"
"SM",2,2,0,0,0.125,0,"locrisk378.3","RAxML-NG"
"MB",2,1,1,0,0.125,0.5,"locrisk468.1","RAxML-NG"
"NR",7,2,5,3,0.2,0.714285714285714,"locrisk468.1","RAxML-NG"
"OT",2,2,0,0,0.125,0,"locrisk468.1","RAxML-NG"
"PI",4,2,2,0,0.125,0.5,"locrisk468.1","RAxML-NG"
"SH",7,3,4,5,0.2,0.571428571428571,"locrisk468.1","RAxML-NG"
"SM",2,2,0,0,0.125,0,"locrisk468.1","RAxML-NG"
"MB",1,1,0,0,0.111111111111111,0,"locrisk468.2","RAxML-NG"
"NR",7,2,5,4,0.2,0.714285714285714,"locrisk468.2","RAxML-NG"
"OT",2,2,0,0,0.125,0,"locrisk468.2","RAxML-NG"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk468.2","RAxML-NG"
"SH",5,2,3,1,0.166666666666667,0.6,"locrisk468.2","RAxML-NG"
"SM",2,2,0,0,0.125,0,"locrisk468.2","RAxML-NG"
"MB",3,2,1,0,0.125,0.333333333333333,"locrisk468.3","RAxML-NG"
"NR",8,3,5,7.5,0.2,0.625,"locrisk468.3","RAxML-NG"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk468.3","RAxML-NG"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk468.3","RAxML-NG"
"SH",7,3,4,5.5,0.2,0.571428571428571,"locrisk468.3","RAxML-NG"
"SM",2,2,0,0,0.125,0,"locrisk468.3","RAxML-NG"
"MB",4,2,2,0,0.166666666666667,0.5,"locrisk527.1","RAxML-NG"
"NR",7,2,5,1.5,0.2,0.714285714285714,"locrisk527.1","RAxML-NG"
"OT",3,3,0,0,0.142857142857143,0,"locrisk527.1","RAxML-NG"
"PI",4,2,2,0,0.125,0.5,"locrisk527.1","RAxML-NG"
"SH",7,2,5,1.5,0.2,0.714285714285714,"locrisk527.1","RAxML-NG"
"SM",3,3,0,0,0.142857142857143,0,"locrisk527.1","RAxML-NG"
"MB",3,2,1,0,0.142857142857143,0.333333333333333,"locrisk527.2","RAxML-NG"
"NR",7,2,5,3.5,0.2,0.714285714285714,"locrisk527.2","RAxML-NG"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk527.2","RAxML-NG"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk527.2","RAxML-NG"
"SH",7,3,4,5.5,0.2,0.571428571428571,"locrisk527.2","RAxML-NG"
"SM",3,3,0,0,0.142857142857143,0,"locrisk527.2","RAxML-NG"
"MB",5,2,3,0,0.142857142857143,0.6,"locrisk527.3","RAxML-NG"
"NR",8,3,5,5,0.2,0.625,"locrisk527.3","RAxML-NG"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk527.3","RAxML-NG"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk527.3","RAxML-NG"
"SH",8,4,4,6,0.2,0.5,"locrisk527.3","RAxML-NG"
"SM",3,3,0,0,0.142857142857143,0,"locrisk527.3","RAxML-NG"
"MB",3,2,1,0,0.142857142857143,0.333333333333333,"locrisk574.1","RAxML-NG"
"NR",7,2,5,3.5,0.2,0.714285714285714,"locrisk574.1","RAxML-NG"
"OT",3,2,1,0,0.125,0.333333333333333,"locrisk574.1","RAxML-NG"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk574.1","RAxML-NG"
"SH",7,3,4,5.5,0.2,0.571428571428571,"locrisk574.1","RAxML-NG"
"SM",3,3,0,0,0.142857142857143,0,"locrisk574.1","RAxML-NG"
"MB",3,2,1,0,0.142857142857143,0.333333333333333,"locrisk574.2","RAxML-NG"
"NR",7,2,5,2.5,0.2,0.714285714285714,"locrisk574.2","RAxML-NG"
"OT",2,2,0,0,0.125,0,"locrisk574.2","RAxML-NG"
"PI",3,1,2,0,0.125,0.666666666666667,"locrisk574.2","RAxML-NG"
"SH",6,2,4,1.5,0.2,0.666666666666667,"locrisk574.2","RAxML-NG"
"SM",3,3,0,0,0.142857142857143,0,"locrisk574.2","RAxML-NG"
"MB",4,2,2,0,0.142857142857143,0.5,"locrisk574.3","RAxML-NG"
"NR",9,4,5,6,0.2,0.555555555555556,"locrisk574.3","RAxML-NG"
