"Metastates","Degree.Centrality","Indegree.Centrality","Outdegree.Centrality","Betweenness.Centrality","Closeness.Centrality","Source.Hub.Ratio","dataset","mlt"
"SH",5,2,3,2,0.333333333333333,0.6,"locrisk527.3","FastTree"
"SM",2,2,0,0,0.25,0,"locrisk527.3","FastTree"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk574.1","FastTree"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk574.1","FastTree"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk574.1","FastTree"
"SM",2,2,0,0,0.25,0,"locrisk574.1","FastTree"
"OT",4,1,3,1,0.333333333333333,0.75,"locrisk574.2","FastTree"
"PI",2,1,1,0,0.25,0.5,"locrisk574.2","FastTree"
"SH",4,2,2,2,0.333333333333333,0.5,"locrisk574.2","FastTree"
"SM",2,2,0,0,0.25,0,"locrisk574.2","FastTree"
"OT",4,1,3,1,0.333333333333333,0.75,"locrisk574.3","FastTree"
"PI",2,1,1,0,0.25,0.5,"locrisk574.3","FastTree"
"SH",4,2,2,2,0.333333333333333,0.5,"locrisk574.3","FastTree"
"SM",2,2,0,0,0.25,0,"locrisk574.3","FastTree"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.1","IQ-TREE"
"PI",4,2,2,0,0.25,0.5,"locrisk260.1","IQ-TREE"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.1","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk260.1","IQ-TREE"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.2","IQ-TREE"
"PI",4,2,2,0,0.25,0.5,"locrisk260.2","IQ-TREE"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.2","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk260.2","IQ-TREE"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.3","IQ-TREE"
"PI",4,2,2,0,0.25,0.5,"locrisk260.3","IQ-TREE"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.3","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk260.3","IQ-TREE"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.1","IQ-TREE"
"PI",4,2,2,0,0.25,0.5,"locrisk378.1","IQ-TREE"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.1","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk378.1","IQ-TREE"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk378.2","IQ-TREE"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk378.2","IQ-TREE"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk378.2","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk378.2","IQ-TREE"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk378.3","IQ-TREE"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk378.3","IQ-TREE"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk378.3","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk378.3","IQ-TREE"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk468.1","IQ-TREE"
"PI",4,2,2,0,0.25,0.5,"locrisk468.1","IQ-TREE"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk468.1","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk468.1","IQ-TREE"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk468.2","IQ-TREE"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk468.2","IQ-TREE"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk468.2","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk468.2","IQ-TREE"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk468.3","IQ-TREE"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk468.3","IQ-TREE"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk468.3","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk468.3","IQ-TREE"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk527.1","IQ-TREE"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk527.1","IQ-TREE"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk527.1","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk527.1","IQ-TREE"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk527.2","IQ-TREE"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk527.2","IQ-TREE"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk527.2","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk527.2","IQ-TREE"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk527.3","IQ-TREE"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk527.3","IQ-TREE"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk527.3","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk527.3","IQ-TREE"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk574.1","IQ-TREE"
"PI",4,2,2,0,0.25,0.5,"locrisk574.1","IQ-TREE"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk574.1","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk574.1","IQ-TREE"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk574.2","IQ-TREE"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk574.2","IQ-TREE"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk574.2","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk574.2","IQ-TREE"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk574.3","IQ-TREE"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk574.3","IQ-TREE"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk574.3","IQ-TREE"
"SM",2,2,0,0,0.25,0,"locrisk574.3","IQ-TREE"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.1","PhyML"
"PI",4,2,2,0,0.25,0.5,"locrisk260.1","PhyML"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.1","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk260.1","PhyML"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.2","PhyML"
"PI",4,2,2,0,0.25,0.5,"locrisk260.2","PhyML"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.2","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk260.2","PhyML"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.3","PhyML"
"PI",4,2,2,0,0.25,0.5,"locrisk260.3","PhyML"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.3","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk260.3","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk378.1","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk378.1","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk378.1","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk378.1","PhyML"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.2","PhyML"
"PI",4,2,2,0,0.25,0.5,"locrisk378.2","PhyML"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.2","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk378.2","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk378.3","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk378.3","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk378.3","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk378.3","PhyML"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk468.1","PhyML"
"PI",4,2,2,0,0.25,0.5,"locrisk468.1","PhyML"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk468.1","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk468.1","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk468.2","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk468.2","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk468.2","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk468.2","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk468.3","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk468.3","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk468.3","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk468.3","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk527.1","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk527.1","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk527.1","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk527.1","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk527.2","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk527.2","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk527.2","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk527.2","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk527.3","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk527.3","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk527.3","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk527.3","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk574.1","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk574.1","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk574.1","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk574.1","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk574.2","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk574.2","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk574.2","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk574.2","PhyML"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk574.3","PhyML"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk574.3","PhyML"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk574.3","PhyML"
"SM",2,2,0,0,0.25,0,"locrisk574.3","PhyML"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.1","RAxML-NG"
"PI",4,2,2,0,0.25,0.5,"locrisk260.1","RAxML-NG"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.1","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk260.1","RAxML-NG"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk260.2","RAxML-NG"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk260.2","RAxML-NG"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk260.2","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk260.2","RAxML-NG"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.3","RAxML-NG"
"PI",4,2,2,0,0.25,0.5,"locrisk260.3","RAxML-NG"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk260.3","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk260.3","RAxML-NG"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.1","RAxML-NG"
"PI",4,2,2,0,0.25,0.5,"locrisk378.1","RAxML-NG"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.1","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk378.1","RAxML-NG"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.2","RAxML-NG"
"PI",4,2,2,0,0.25,0.5,"locrisk378.2","RAxML-NG"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.2","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk378.2","RAxML-NG"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.3","RAxML-NG"
"PI",4,2,2,0,0.25,0.5,"locrisk378.3","RAxML-NG"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk378.3","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk378.3","RAxML-NG"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk468.1","RAxML-NG"
"PI",4,2,2,0,0.25,0.5,"locrisk468.1","RAxML-NG"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk468.1","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk468.1","RAxML-NG"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk468.2","RAxML-NG"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk468.2","RAxML-NG"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk468.2","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk468.2","RAxML-NG"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk468.3","RAxML-NG"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk468.3","RAxML-NG"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk468.3","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk468.3","RAxML-NG"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk527.1","RAxML-NG"
"PI",4,2,2,0,0.25,0.5,"locrisk527.1","RAxML-NG"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk527.1","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk527.1","RAxML-NG"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk527.2","RAxML-NG"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk527.2","RAxML-NG"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk527.2","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk527.2","RAxML-NG"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk527.3","RAxML-NG"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk527.3","RAxML-NG"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk527.3","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk527.3","RAxML-NG"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk574.1","RAxML-NG"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk574.1","RAxML-NG"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk574.1","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk574.1","RAxML-NG"
"OT",5,2,3,1.5,0.333333333333333,0.6,"locrisk574.2","RAxML-NG"
"PI",3,1,2,0,0.25,0.666666666666667,"locrisk574.2","RAxML-NG"
"SH",4,2,2,0.5,0.333333333333333,0.5,"locrisk574.2","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk574.2","RAxML-NG"
"OT",5,2,3,0.5,0.333333333333333,0.6,"locrisk574.3","RAxML-NG"
"PI",4,2,2,0,0.25,0.5,"locrisk574.3","RAxML-NG"
"SH",5,2,3,0.5,0.333333333333333,0.6,"locrisk574.3","RAxML-NG"
"SM",2,2,0,0,0.25,0,"locrisk574.3","RAxML-NG"
