"Metastates","Degree.Centrality","Indegree.Centrality","Outdegree.Centrality","Betweenness.Centrality","Closeness.Centrality","Source.Hub.Ratio","dataset","mlt"
"South-Eastern Asia",2,2,0,0,0.0333333333333333,0,"locrisk378.3","FastTree"
"Southern Africa",10,3,7,23.5,0.0625,0.7,"locrisk378.3","FastTree"
"Southern Asia",3,1,2,4,0.0454545454545455,0.666666666666667,"locrisk378.3","FastTree"
"Southern Europe",4,3,1,0.5,0.0454545454545455,0.25,"locrisk378.3","FastTree"
"Western Africa",3,3,0,0,0.0434782608695652,0,"locrisk378.3","FastTree"
"Western Asia",2,2,0,0,0.0416666666666667,0,"locrisk378.3","FastTree"
"Western Europe",2,2,0,0,0.0416666666666667,0,"locrisk378.3","FastTree"
"Eastern Africa",11,3,8,28.5,0.0588235294117647,0.727272727272727,"locrisk468.1","FastTree"
"Eastern Asia",2,1,1,2,0.032258064516129,0.5,"locrisk468.1","FastTree"
"Eastern Europe",2,1,1,4,0.0416666666666667,0.5,"locrisk468.1","FastTree"
"Northern America",1,1,0,0,0.0357142857142857,0,"locrisk468.1","FastTree"
"Northern Europe",7,3,4,11,0.05,0.571428571428571,"locrisk468.1","FastTree"
"South America",3,1,2,0,0.0434782608695652,0.666666666666667,"locrisk468.1","FastTree"
"South-Eastern Asia",2,2,0,0,0.032258064516129,0,"locrisk468.1","FastTree"
"Southern Africa",8,3,5,17,0.0526315789473684,0.625,"locrisk468.1","FastTree"
"Southern Asia",3,1,2,6,0.0416666666666667,0.666666666666667,"locrisk468.1","FastTree"
"Southern Europe",4,3,1,1.5,0.0454545454545455,0.25,"locrisk468.1","FastTree"
"Western Africa",2,2,0,0,0.037037037037037,0,"locrisk468.1","FastTree"
"Western Asia",3,2,1,0,0.0416666666666667,0.333333333333333,"locrisk468.1","FastTree"
"Western Europe",2,2,0,0,0.0357142857142857,0,"locrisk468.1","FastTree"
"Eastern Africa",9,3,6,16.1666666666667,0.05,0.666666666666667,"locrisk468.2","FastTree"
"Eastern Asia",2,1,1,1,0.0333333333333333,0.5,"locrisk468.2","FastTree"
"Eastern Europe",2,1,1,4,0.04,0.5,"locrisk468.2","FastTree"
"Northern America",1,1,0,0,0.032258064516129,0,"locrisk468.2","FastTree"
"Northern Europe",8,3,5,13.5,0.0526315789473684,0.625,"locrisk468.2","FastTree"
"South America",2,1,1,0.666666666666667,0.037037037037037,0.5,"locrisk468.2","FastTree"
"South-Eastern Asia",2,2,0,0,0.0303030303030303,0,"locrisk468.2","FastTree"
"Southern Africa",9,2,7,15.6666666666667,0.0588235294117647,0.777777777777778,"locrisk468.2","FastTree"
"Southern Asia",3,1,2,4,0.0454545454545455,0.666666666666667,"locrisk468.2","FastTree"
"Southern Europe",4,3,1,1,0.0454545454545455,0.25,"locrisk468.2","FastTree"
"Western Africa",3,3,0,0,0.0434782608695652,0,"locrisk468.2","FastTree"
"Western Asia",3,2,1,0,0.0384615384615385,0.333333333333333,"locrisk468.2","FastTree"
"Western Europe",2,2,0,0,0.04,0,"locrisk468.2","FastTree"
"Eastern Africa",11,4,7,18.8333333333333,0.0555555555555556,0.636363636363636,"locrisk468.3","FastTree"
"Eastern Asia",2,1,1,1.83333333333333,0.0357142857142857,0.5,"locrisk468.3","FastTree"
"Eastern Europe",2,1,1,5.16666666666667,0.0416666666666667,0.5,"locrisk468.3","FastTree"
"Northern America",1,1,0,0,0.0344827586206897,0,"locrisk468.3","FastTree"
"Northern Europe",9,4,5,15.8333333333333,0.0526315789473684,0.555555555555556,"locrisk468.3","FastTree"
"South America",2,1,1,0.666666666666667,0.037037037037037,0.5,"locrisk468.3","FastTree"
"South-Eastern Asia",2,2,0,0,0.03125,0,"locrisk468.3","FastTree"
"Southern Africa",11,3,8,19.8333333333333,0.0625,0.727272727272727,"locrisk468.3","FastTree"
"Southern Asia",4,2,2,6.83333333333333,0.05,0.5,"locrisk468.3","FastTree"
"Southern Europe",6,3,3,11,0.0454545454545455,0.5,"locrisk468.3","FastTree"
"Western Africa",3,3,0,0,0.0434782608695652,0,"locrisk468.3","FastTree"
"Western Asia",5,3,2,0,0.0434782608695652,0.4,"locrisk468.3","FastTree"
"Western Europe",2,2,0,0,0.04,0,"locrisk468.3","FastTree"
"Eastern Africa",9,3,6,33,0.0555555555555556,0.666666666666667,"locrisk527.1","FastTree"
"Eastern Asia",3,1,2,0,0.037037037037037,0.666666666666667,"locrisk527.1","FastTree"
"Eastern Europe",2,1,1,2.5,0.0434782608695652,0.5,"locrisk527.1","FastTree"
"Northern America",2,2,0,0,0.0416666666666667,0,"locrisk527.1","FastTree"
"Northern Europe",7,4,3,19.5,0.0555555555555556,0.428571428571429,"locrisk527.1","FastTree"
"South America",3,1,2,0,0.0434782608695652,0.666666666666667,"locrisk527.1","FastTree"
"South-Eastern Asia",2,2,0,0,0.0344827586206897,0,"locrisk527.1","FastTree"
"Southern Africa",11,2,9,25,0.0714285714285714,0.818181818181818,"locrisk527.1","FastTree"
"Southern Asia",5,2,3,8.5,0.05,0.6,"locrisk527.1","FastTree"
"Southern Europe",4,3,1,0.5,0.0454545454545455,0.25,"locrisk527.1","FastTree"
"Western Africa",3,3,0,0,0.0434782608695652,0,"locrisk527.1","FastTree"
"Western Asia",3,2,1,0,0.0454545454545455,0.333333333333333,"locrisk527.1","FastTree"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk527.1","FastTree"
"Eastern Africa",10,3,7,30.5,0.0588235294117647,0.7,"locrisk527.2","FastTree"
"Eastern Asia",3,1,2,2,0.0416666666666667,0.666666666666667,"locrisk527.2","FastTree"
"Eastern Europe",2,1,1,4,0.04,0.5,"locrisk527.2","FastTree"
"Northern America",1,1,0,0,0.0357142857142857,0,"locrisk527.2","FastTree"
"Northern Europe",8,4,4,23,0.0588235294117647,0.5,"locrisk527.2","FastTree"
"South America",3,1,2,4.5,0.0416666666666667,0.666666666666667,"locrisk527.2","FastTree"
"South-Eastern Asia",2,2,0,0,0.0344827586206897,0,"locrisk527.2","FastTree"
"Southern Africa",9,2,7,17.5,0.0588235294117647,0.777777777777778,"locrisk527.2","FastTree"
"Southern Asia",3,1,2,6,0.0434782608695652,0.666666666666667,"locrisk527.2","FastTree"
"Southern Europe",4,3,1,0.5,0.0454545454545455,0.25,"locrisk527.2","FastTree"
"Western Africa",3,3,0,0,0.0434782608695652,0,"locrisk527.2","FastTree"
"Western Asia",4,3,1,0,0.0454545454545455,0.25,"locrisk527.2","FastTree"
"Western Europe",2,2,0,0,0.04,0,"locrisk527.2","FastTree"
"Eastern Africa",10,3,7,30,0.0555555555555556,0.7,"locrisk527.3","FastTree"
"Eastern Asia",2,1,1,0,0.03125,0.5,"locrisk527.3","FastTree"
"Eastern Europe",2,1,1,3,0.04,0.5,"locrisk527.3","FastTree"
"Northern America",1,1,0,0,0.0344827586206897,0,"locrisk527.3","FastTree"
"Northern Europe",7,3,4,23,0.0555555555555556,0.571428571428571,"locrisk527.3","FastTree"
"South America",3,1,2,4,0.04,0.666666666666667,"locrisk527.3","FastTree"
"South-Eastern Asia",2,2,0,0,0.0357142857142857,0,"locrisk527.3","FastTree"
"Southern Africa",8,2,6,16.5,0.0588235294117647,0.75,"locrisk527.3","FastTree"
"Southern Asia",5,2,3,18,0.0476190476190476,0.6,"locrisk527.3","FastTree"
"Southern Europe",4,3,1,0.5,0.0454545454545455,0.25,"locrisk527.3","FastTree"
"Western Africa",3,3,0,0,0.0434782608695652,0,"locrisk527.3","FastTree"
"Western Asia",3,2,1,0,0.0416666666666667,0.333333333333333,"locrisk527.3","FastTree"
"Western Europe",2,2,0,0,0.0384615384615385,0,"locrisk527.3","FastTree"
"Eastern Africa",10,3,7,37,0.0555555555555556,0.7,"locrisk574.1","FastTree"
"Eastern Asia",3,1,2,1,0.04,0.666666666666667,"locrisk574.1","FastTree"
"Eastern Europe",2,1,1,5,0.0416666666666667,0.5,"locrisk574.1","FastTree"
"Northern America",1,1,0,0,0.0344827586206897,0,"locrisk574.1","FastTree"
"Northern Europe",7,4,3,21,0.0555555555555556,0.428571428571429,"locrisk574.1","FastTree"
"South America",3,1,2,0,0.0434782608695652,0.666666666666667,"locrisk574.1","FastTree"
"South-Eastern Asia",2,2,0,0,0.0333333333333333,0,"locrisk574.1","FastTree"
"Southern Africa",9,2,7,25.5,0.0625,0.777777777777778,"locrisk574.1","FastTree"
"Southern Asia",3,1,2,5,0.0454545454545455,0.666666666666667,"locrisk574.1","FastTree"
"Southern Europe",4,3,1,0.5,0.0454545454545455,0.25,"locrisk574.1","FastTree"
"Western Africa",3,3,0,0,0.0434782608695652,0,"locrisk574.1","FastTree"
"Western Asia",3,2,1,0,0.0416666666666667,0.333333333333333,"locrisk574.1","FastTree"
"Western Europe",2,2,0,0,0.0416666666666667,0,"locrisk574.1","FastTree"
"Eastern Africa",12,3,9,31,0.0666666666666667,0.75,"locrisk574.2","FastTree"
"Eastern Asia",1,1,0,0,0.0333333333333333,0,"locrisk574.2","FastTree"
"Eastern Europe",1,1,0,0,0.037037037037037,0,"locrisk574.2","FastTree"
"Northern America",1,1,0,0,0.0384615384615385,0,"locrisk574.2","FastTree"
"Northern Europe",6,3,3,11,0.0526315789473684,0.5,"locrisk574.2","FastTree"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk574.2","FastTree"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk574.2","FastTree"
"Southern Africa",9,2,7,14.5,0.0625,0.777777777777778,"locrisk574.2","FastTree"
"Southern Asia",5,2,3,6,0.0526315789473684,0.6,"locrisk574.2","FastTree"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk574.2","FastTree"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk574.2","FastTree"
"Western Asia",3,2,1,0,0.0416666666666667,0.333333333333333,"locrisk574.2","FastTree"
"Western Europe",2,2,0,0,0.04,0,"locrisk574.2","FastTree"
"Eastern Africa",10,3,7,29,0.0625,0.7,"locrisk574.3","FastTree"
"Eastern Asia",1,1,0,0,0.0333333333333333,0,"locrisk574.3","FastTree"
"Eastern Europe",2,1,1,1,0.0416666666666667,0.5,"locrisk574.3","FastTree"
"Northern America",1,1,0,0,0.037037037037037,0,"locrisk574.3","FastTree"
"Northern Europe",6,3,3,10.5,0.0526315789473684,0.5,"locrisk574.3","FastTree"
"South America",3,1,2,0,0.0434782608695652,0.666666666666667,"locrisk574.3","FastTree"
"South-Eastern Asia",2,2,0,0,0.0357142857142857,0,"locrisk574.3","FastTree"
"Southern Africa",10,2,8,15,0.0666666666666667,0.8,"locrisk574.3","FastTree"
"Southern Asia",5,2,3,9,0.0526315789473684,0.6,"locrisk574.3","FastTree"
"Southern Europe",4,3,1,0.5,0.0454545454545455,0.25,"locrisk574.3","FastTree"
"Western Africa",3,3,0,0,0.0434782608695652,0,"locrisk574.3","FastTree"
"Western Asia",3,2,1,0,0.0434782608695652,0.333333333333333,"locrisk574.3","FastTree"
"Western Europe",2,2,0,0,0.04,0,"locrisk574.3","FastTree"
"Eastern Africa",11,3,8,17,0.0625,0.727272727272727,"locrisk260.1","IQ-TREE"
"Eastern Asia",2,1,1,0.5,0.0344827586206897,0.5,"locrisk260.1","IQ-TREE"
"Eastern Europe",1,1,0,0,0.037037037037037,0,"locrisk260.1","IQ-TREE"
"Northern America",1,1,0,0,0.037037037037037,0,"locrisk260.1","IQ-TREE"
"Northern Europe",4,2,2,0.5,0.0454545454545455,0.5,"locrisk260.1","IQ-TREE"
"South America",2,1,1,0,0.0384615384615385,0.5,"locrisk260.1","IQ-TREE"
"South-Eastern Asia",2,2,0,0,0.04,0,"locrisk260.1","IQ-TREE"
"Southern Africa",10,2,8,8,0.0625,0.8,"locrisk260.1","IQ-TREE"
"Southern Asia",6,2,4,4,0.05,0.666666666666667,"locrisk260.1","IQ-TREE"
"Southern Europe",4,3,1,1,0.0476190476190476,0.25,"locrisk260.1","IQ-TREE"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk260.1","IQ-TREE"
"Western Asia",2,2,0,0,0.0384615384615385,0,"locrisk260.1","IQ-TREE"
"Western Europe",2,2,0,0,0.04,0,"locrisk260.1","IQ-TREE"
"Eastern Africa",10,2,8,17.5,0.0588235294117647,0.8,"locrisk260.2","IQ-TREE"
"Eastern Asia",2,1,1,2,0.0357142857142857,0.5,"locrisk260.2","IQ-TREE"
"Eastern Europe",2,1,1,3,0.04,0.5,"locrisk260.2","IQ-TREE"
"Northern America",1,1,0,0,0.0357142857142857,0,"locrisk260.2","IQ-TREE"
"Northern Europe",4,2,2,1.5,0.0434782608695652,0.5,"locrisk260.2","IQ-TREE"
"South America",3,1,2,0,0.0434782608695652,0.666666666666667,"locrisk260.2","IQ-TREE"
"South-Eastern Asia",2,2,0,0,0.0303030303030303,0,"locrisk260.2","IQ-TREE"
"Southern Africa",9,3,6,21,0.0588235294117647,0.666666666666667,"locrisk260.2","IQ-TREE"
"Southern Asia",5,2,3,6,0.05,0.6,"locrisk260.2","IQ-TREE"
"Southern Europe",4,3,1,2,0.0454545454545455,0.25,"locrisk260.2","IQ-TREE"
"Western Africa",2,2,0,0,0.037037037037037,0,"locrisk260.2","IQ-TREE"
"Western Asia",2,2,0,0,0.037037037037037,0,"locrisk260.2","IQ-TREE"
"Western Europe",2,2,0,0,0.0384615384615385,0,"locrisk260.2","IQ-TREE"
"Eastern Africa",11,3,8,24,0.0625,0.727272727272727,"locrisk260.3","IQ-TREE"
"Eastern Asia",3,1,2,10,0.0384615384615385,0.666666666666667,"locrisk260.3","IQ-TREE"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk260.3","IQ-TREE"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk260.3","IQ-TREE"
"Northern Europe",7,3,4,19.6666666666667,0.0526315789473684,0.571428571428571,"locrisk260.3","IQ-TREE"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk260.3","IQ-TREE"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk260.3","IQ-TREE"
"Southern Africa",11,3,8,22.1666666666667,0.0666666666666667,0.727272727272727,"locrisk260.3","IQ-TREE"
"Southern Asia",4,2,2,5.66666666666667,0.05,0.5,"locrisk260.3","IQ-TREE"
"Southern Europe",4,3,1,1.5,0.0476190476190476,0.25,"locrisk260.3","IQ-TREE"
"Western Africa",2,2,0,0,0.0384615384615385,0,"locrisk260.3","IQ-TREE"
"Western Asia",3,2,1,0,0.0416666666666667,0.333333333333333,"locrisk260.3","IQ-TREE"
"Western Europe",3,3,0,0,0.0454545454545455,0,"locrisk260.3","IQ-TREE"
"Eastern Africa",10,1,9,13,0.0666666666666667,0.9,"locrisk378.1","IQ-TREE"
"Eastern Asia",3,1,2,1,0.0384615384615385,0.666666666666667,"locrisk378.1","IQ-TREE"
"Eastern Europe",1,1,0,0,0.037037037037037,0,"locrisk378.1","IQ-TREE"
"Northern America",1,1,0,0,0.0384615384615385,0,"locrisk378.1","IQ-TREE"
"Northern Europe",7,4,3,20.5,0.0555555555555556,0.428571428571429,"locrisk378.1","IQ-TREE"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk378.1","IQ-TREE"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk378.1","IQ-TREE"
"Southern Africa",10,3,7,33.5,0.0625,0.7,"locrisk378.1","IQ-TREE"
"Southern Asia",4,2,2,4,0.05,0.5,"locrisk378.1","IQ-TREE"
"Southern Europe",3,3,0,0,0.0454545454545455,0,"locrisk378.1","IQ-TREE"
"Western Africa",2,2,0,0,0.0434782608695652,0,"locrisk378.1","IQ-TREE"
"Western Asia",2,2,0,0,0.0434782608695652,0,"locrisk378.1","IQ-TREE"
"Western Europe",2,2,0,0,0.0416666666666667,0,"locrisk378.1","IQ-TREE"
"Eastern Africa",12,2,10,31,0.0714285714285714,0.833333333333333,"locrisk378.2","IQ-TREE"
"Eastern Asia",3,1,2,1,0.0384615384615385,0.666666666666667,"locrisk378.2","IQ-TREE"
"Eastern Europe",1,1,0,0,0.04,0,"locrisk378.2","IQ-TREE"
"Northern America",1,1,0,0,0.04,0,"locrisk378.2","IQ-TREE"
"Northern Europe",7,4,3,21,0.0555555555555556,0.428571428571429,"locrisk378.2","IQ-TREE"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk378.2","IQ-TREE"
"South-Eastern Asia",2,2,0,0,0.0454545454545455,0,"locrisk378.2","IQ-TREE"
"Southern Africa",7,2,5,15,0.0555555555555556,0.714285714285714,"locrisk378.2","IQ-TREE"
"Southern Asia",3,1,2,4,0.0434782608695652,0.666666666666667,"locrisk378.2","IQ-TREE"
"Southern Europe",3,3,0,0,0.0454545454545455,0,"locrisk378.2","IQ-TREE"
"Western Africa",2,2,0,0,0.0434782608695652,0,"locrisk378.2","IQ-TREE"
"Western Asia",2,2,0,0,0.0454545454545455,0,"locrisk378.2","IQ-TREE"
"Western Europe",2,2,0,0,0.0454545454545455,0,"locrisk378.2","IQ-TREE"
"Eastern Africa",9,2,7,13,0.0588235294117647,0.777777777777778,"locrisk378.3","IQ-TREE"
"Eastern Asia",3,1,2,1,0.0384615384615385,0.666666666666667,"locrisk378.3","IQ-TREE"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk378.3","IQ-TREE"
"Northern America",1,1,0,0,0.0357142857142857,0,"locrisk378.3","IQ-TREE"
"Northern Europe",8,4,4,20.5,0.0555555555555556,0.5,"locrisk378.3","IQ-TREE"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk378.3","IQ-TREE"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk378.3","IQ-TREE"
"Southern Africa",11,3,8,24,0.0666666666666667,0.727272727272727,"locrisk378.3","IQ-TREE"
"Southern Asia",3,1,2,4,0.0454545454545455,0.666666666666667,"locrisk378.3","IQ-TREE"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk378.3","IQ-TREE"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk378.3","IQ-TREE"
"Western Asia",2,2,0,0,0.0416666666666667,0,"locrisk378.3","IQ-TREE"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk378.3","IQ-TREE"
"Eastern Africa",11,2,9,13,0.0666666666666667,0.818181818181818,"locrisk468.1","IQ-TREE"
"Eastern Asia",2,1,1,1,0.0344827586206897,0.5,"locrisk468.1","IQ-TREE"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk468.1","IQ-TREE"
"Northern America",1,1,0,0,0.0384615384615385,0,"locrisk468.1","IQ-TREE"
"Northern Europe",7,3,4,9.5,0.0526315789473684,0.571428571428571,"locrisk468.1","IQ-TREE"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk468.1","IQ-TREE"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk468.1","IQ-TREE"
"Southern Africa",11,3,8,16.5,0.0666666666666667,0.727272727272727,"locrisk468.1","IQ-TREE"
"Southern Asia",4,2,2,4,0.05,0.5,"locrisk468.1","IQ-TREE"
"Southern Europe",3,3,0,0,0.0454545454545455,0,"locrisk468.1","IQ-TREE"
"Western Africa",2,2,0,0,0.0434782608695652,0,"locrisk468.1","IQ-TREE"
"Western Asia",3,3,0,0,0.0454545454545455,0,"locrisk468.1","IQ-TREE"
"Western Europe",2,2,0,0,0.04,0,"locrisk468.1","IQ-TREE"
"Eastern Africa",10,2,8,20,0.0625,0.8,"locrisk468.2","IQ-TREE"
"Eastern Asia",3,1,2,1,0.0416666666666667,0.666666666666667,"locrisk468.2","IQ-TREE"
"Eastern Europe",1,1,0,0,0.037037037037037,0,"locrisk468.2","IQ-TREE"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk468.2","IQ-TREE"
"Northern Europe",8,4,4,20.5,0.0588235294117647,0.5,"locrisk468.2","IQ-TREE"
"South America",3,1,2,4,0.0454545454545455,0.666666666666667,"locrisk468.2","IQ-TREE"
"South-Eastern Asia",2,2,0,0,0.04,0,"locrisk468.2","IQ-TREE"
"Southern Africa",9,2,7,14,0.0625,0.777777777777778,"locrisk468.2","IQ-TREE"
"Southern Asia",4,1,3,4,0.0476190476190476,0.75,"locrisk468.2","IQ-TREE"
"Southern Europe",5,4,1,1.5,0.0526315789473684,0.2,"locrisk468.2","IQ-TREE"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk468.2","IQ-TREE"
"Western Asia",2,2,0,0,0.0434782608695652,0,"locrisk468.2","IQ-TREE"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk468.2","IQ-TREE"
"Eastern Africa",9,2,7,4.66666666666667,0.0588235294117647,0.777777777777778,"locrisk468.3","IQ-TREE"
"Eastern Asia",2,1,1,1,0.0344827586206897,0.5,"locrisk468.3","IQ-TREE"
"Eastern Europe",1,1,0,0,0.04,0,"locrisk468.3","IQ-TREE"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk468.3","IQ-TREE"
"Northern Europe",8,3,5,12.5,0.0555555555555556,0.625,"locrisk468.3","IQ-TREE"
"South America",3,1,2,0.666666666666667,0.0454545454545455,0.666666666666667,"locrisk468.3","IQ-TREE"
"South-Eastern Asia",2,2,0,0,0.0434782608695652,0,"locrisk468.3","IQ-TREE"
"Southern Africa",12,3,9,19.1666666666667,0.0714285714285714,0.75,"locrisk468.3","IQ-TREE"
